event_id,event_type,timestamp,customer_id,amount_at_risk,currency,merchant,merchant_category,payment_method,payment_status,error_code,error_description,error_source,error_step,error_reason,fraud_flag,previous_attempts
PAY_00323,payment_failure,2020-01-28 22:13:01,CUST_529,7028.44,INR,"fraud_Mueller, Gerhold and Mueller",health_fitness,upi,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,0
PAY_00324,payment_failure,2019-04-25 00:57:11,CUST_433,3928.39,INR,fraud_Sporer Inc,gas_transport,card,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,0
PAY_00325,payment_failure,2019-03-03 12:23:18,CUST_827,7641.81,INR,fraud_Ullrich Ltd,kids_pets,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00326,payment_failure,2019-06-18 09:25:53,CUST_518,6129.55,INR,fraud_Kutch LLC,gas_transport,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,1
PAY_00327,payment_failure,2019-03-04 20:46:35,CUST_354,474.76,INR,fraud_Morissette-Schaefer,personal_care,netbanking,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,1
PAY_00328,payment_failure,2019-08-01 18:47:11,CUST_593,2728.21,INR,fraud_Rippin-VonRueden,health_fitness,netbanking,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,3
PAY_00329,payment_failure,2019-03-11 16:41:14,CUST_371,5607.48,INR,fraud_Fadel Inc,health_fitness,upi,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,2
PAY_00330,payment_failure,2019-11-04 23:34:02,CUST_269,12974.56,INR,fraud_Botsford Ltd,shopping_pos,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00331,payment_failure,2020-01-08 11:47:29,CUST_714,8173.01,INR,"fraud_Huel, Hammes and Witting",grocery_pos,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,2
PAY_00332,payment_failure,2020-01-09 04:38:55,CUST_201,4718.55,INR,fraud_Heller-Abshire,grocery_net,upi,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,0
PAY_00333,payment_failure,2019-06-09 03:17:49,CUST_35,10249.67,INR,fraud_Kris-Padberg,shopping_pos,upi,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,2
PAY_00334,payment_failure,2019-04-26 18:25:01,CUST_457,3831.28,INR,fraud_Brown Inc,kids_pets,card,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,2
PAY_00335,payment_failure,2019-04-17 16:20:54,CUST_493,1796.95,INR,fraud_Kilback and Sons,entertainment,card,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,1
PAY_00336,payment_failure,2019-05-21 07:32:10,CUST_113,4523.5,INR,fraud_Friesen-Stamm,gas_transport,upi_autopay,failed,MANDATE_FAILED,The recurring payment mandate could not be executed.,bank,mandate_execution,mandate_failure,False,0
PAY_00337,payment_failure,2019-06-16 20:22:47,CUST_671,454.84,INR,"fraud_Koss, McLaughlin and Mayer",food_dining,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,1
PAY_00338,payment_failure,2019-12-01 04:57:19,CUST_145,10253.82,INR,fraud_Wolf Inc,grocery_pos,upi,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,3
PAY_00339,payment_failure,2019-09-19 23:21:17,CUST_482,6632.53,INR,fraud_Cruickshank-Mills,entertainment,upi,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,3
PAY_00340,payment_failure,2019-10-08 04:59:49,CUST_555,2484.19,INR,fraud_Rempel Inc,shopping_net,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,0
PAY_00341,payment_failure,2019-01-13 20:30:20,CUST_814,11814.22,INR,fraud_Torphy-Goyette,shopping_pos,netbanking,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,1
PAY_00342,payment_failure,2019-01-01 13:07:33,CUST_402,8851.95,INR,"fraud_Bahringer, Bergnaum and Quitzon",home,upi_autopay,failed,MANDATE_FAILED,The recurring payment mandate could not be executed.,bank,mandate_execution,mandate_failure,False,0
PAY_00343,payment_failure,2020-03-30 19:19:42,CUST_183,2095.75,INR,fraud_Hilpert-Conroy,kids_pets,upi,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,1
PAY_00344,payment_failure,2019-09-08 08:26:05,CUST_777,4286.12,INR,fraud_Erdman-Kertzmann,gas_transport,upi_autopay,failed,MANDATE_FAILED,The recurring payment mandate could not be executed.,bank,mandate_execution,mandate_failure,False,3
PAY_00345,payment_failure,2019-06-01 00:19:48,CUST_98,5946.12,INR,fraud_Luettgen PLC,gas_transport,upi_autopay,failed,MANDATE_FAILED,The recurring payment mandate could not be executed.,bank,mandate_execution,mandate_failure,False,1
PAY_00346,payment_failure,2020-05-15 23:24:47,CUST_33,686.41,INR,"fraud_Watsica, Haag and Considine",shopping_pos,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00347,payment_failure,2020-01-27 01:04:33,CUST_827,307.93,INR,"fraud_Rippin, Kub and Mann",misc_net,card,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,2
PAY_00348,payment_failure,2019-12-08 13:54:08,CUST_666,333.66,INR,"fraud_Brown, Homenick and Lesch",health_fitness,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,0
PAY_00349,payment_failure,2019-12-14 21:32:47,CUST_614,6219.19,INR,"fraud_Becker, Harris and Harvey",personal_care,upi_autopay,failed,MANDATE_FAILED,The recurring payment mandate could not be executed.,bank,mandate_execution,mandate_failure,False,3
PAY_00350,payment_failure,2019-08-30 07:17:40,CUST_127,8038.55,INR,fraud_Cassin-Harvey,grocery_net,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,0
PAY_00351,payment_failure,2019-01-11 11:48:52,CUST_396,3949.14,INR,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,1
PAY_00352,payment_failure,2019-11-09 16:14:02,CUST_530,186.75,INR,"fraud_Boehm, Block and Jakubowski",misc_pos,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,1
PAY_00353,payment_failure,2019-06-10 09:26:19,CUST_803,4200.63,INR,fraud_Dicki Ltd,grocery_net,card,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,1
PAY_00354,payment_failure,2019-08-03 16:46:45,CUST_612,1503.13,INR,fraud_Ruecker-Mayert,kids_pets,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00355,payment_failure,2019-03-04 15:29:32,CUST_901,10160.03,INR,"fraud_Hettinger, McCullough and Fay",home,upi,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,2
PAY_00356,payment_failure,2019-09-29 03:08:25,CUST_345,13769.7,INR,fraud_Donnelly PLC,misc_net,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,3
PAY_00357,payment_failure,2019-02-01 20:33:00,CUST_470,857.39,INR,fraud_Volkman PLC,food_dining,upi,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,0
PAY_00358,payment_failure,2019-07-27 12:30:21,CUST_494,15604.0,INR,fraud_Connelly-Carter,home,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,0
PAY_00359,payment_failure,2019-06-14 01:10:22,CUST_590,3779.82,INR,fraud_Prohaska-Murray,gas_transport,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,0
PAY_00360,payment_failure,2019-12-09 14:53:50,CUST_653,12952.98,INR,"fraud_Welch, Rath and Koepp",entertainment,netbanking,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,3
PAY_00361,payment_failure,2019-08-20 17:19:39,CUST_744,4136.72,INR,fraud_Kihn-Fritsch,food_dining,card,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,2
PAY_00362,payment_failure,2019-08-18 00:22:02,CUST_600,2988.0,INR,"fraud_Heller, Gutmann and Zieme",grocery_pos,card,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,1
PAY_00363,payment_failure,2019-09-01 15:01:41,CUST_864,8573.07,INR,fraud_Zboncak LLC,food_dining,upi,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,1
PAY_00364,payment_failure,2019-08-10 20:52:06,CUST_784,2227.72,INR,"fraud_Nienow, Barrows and Romaguera",personal_care,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,3
PAY_00365,payment_failure,2019-09-23 21:27:20,CUST_356,7834.37,INR,fraud_Connelly PLC,food_dining,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00366,payment_failure,2019-08-12 20:40:44,CUST_140,7114.76,INR,"fraud_Lakin, Ferry and Beatty",food_dining,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,1
PAY_00367,payment_failure,2020-05-19 00:55:43,CUST_803,8230.28,INR,"fraud_Reichert, Rowe and Mraz",shopping_net,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,2
PAY_00368,payment_failure,2020-06-03 02:38:55,CUST_232,4406.47,INR,fraud_Corwin-Collins,gas_transport,card,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,3
PAY_00369,payment_failure,2019-08-01 19:59:02,CUST_20,597.6,INR,fraud_Gleason and Sons,kids_pets,netbanking,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,1
PAY_00370,payment_failure,2019-09-24 05:05:27,CUST_367,6162.75,INR,fraud_Bins-Rice,gas_transport,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,0
PAY_00371,payment_failure,2019-09-18 13:00:45,CUST_693,18232.61,INR,fraud_Thiel PLC,misc_pos,netbanking,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,2
PAY_00372,payment_failure,2019-02-18 21:24:12,CUST_355,1187.73,INR,"fraud_Runolfsdottir, Mueller and Hand",entertainment,netbanking,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,3
PAY_00373,payment_failure,2020-05-24 18:54:37,CUST_581,5525.31,INR,"fraud_McCullough, Hudson and Schuster",food_dining,card,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,1
PAY_00374,payment_failure,2019-05-27 03:24:36,CUST_861,711.31,INR,fraud_Hermann and Sons,shopping_pos,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00375,payment_failure,2019-09-05 22:22:40,CUST_297,34872.45,INR,fraud_Kessler Group,travel,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,0
PAY_00376,payment_failure,2019-02-08 07:59:23,CUST_305,7722.32,INR,"fraud_Mosciski, Gislason and Mertz",grocery_pos,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,2
PAY_00377,payment_failure,2019-06-05 19:27:52,CUST_24,13348.89,INR,fraud_Gulgowski LLC,home,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,3
PAY_00378,payment_failure,2020-01-25 06:15:16,CUST_555,4940.16,INR,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,netbanking,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,3
PAY_00379,payment_failure,2019-09-13 09:33:02,CUST_714,5739.45,INR,fraud_Bins-Rice,gas_transport,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00380,payment_failure,2019-11-19 11:29:13,CUST_86,9645.43,INR,fraud_Pacocha-O'Reilly,grocery_pos,netbanking,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,1
PAY_00381,payment_failure,2020-01-20 05:18:57,CUST_482,15457.09,INR,fraud_Stamm-Rodriguez,misc_pos,netbanking,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,3
PAY_00382,payment_failure,2019-04-15 18:08:16,CUST_18,2110.69,INR,fraud_Hirthe-Beier,health_fitness,netbanking,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,1
PAY_00383,payment_failure,2020-04-13 17:46:05,CUST_672,497.17,INR,fraud_Stark-Koss,home,upi,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,2
PAY_00384,payment_failure,2019-06-28 06:28:15,CUST_619,14786.45,INR,fraud_Doyle Ltd,grocery_pos,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,1
PAY_00385,payment_failure,2020-06-02 16:48:15,CUST_615,902.21,INR,fraud_Kulas Group,health_fitness,card,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,0
PAY_00386,payment_failure,2019-03-02 08:19:16,CUST_425,9014.63,INR,"fraud_Moen, Reinger and Murphy",grocery_pos,upi,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,2
PAY_00387,payment_failure,2019-07-23 16:09:55,CUST_310,771.9,INR,fraud_Breitenberg LLC,travel,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00388,payment_failure,2019-05-06 19:39:59,CUST_740,3076.81,INR,fraud_Mayert Group,shopping_pos,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,1
PAY_00389,payment_failure,2020-03-18 15:26:18,CUST_523,42027.88,INR,fraud_Leannon-Nikolaus,travel,upi_autopay,failed,MANDATE_FAILED,The recurring payment mandate could not be executed.,bank,mandate_execution,mandate_failure,False,0
PAY_00390,payment_failure,2020-03-29 21:25:15,CUST_238,4950.95,INR,"fraud_Yost, Schamberger and Windler",kids_pets,netbanking,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,0
PAY_00391,payment_failure,2019-06-27 04:16:05,CUST_69,6180.18,INR,fraud_Friesen-D'Amore,gas_transport,netbanking,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,3
PAY_00392,payment_failure,2019-09-14 17:34:20,CUST_682,443.22,INR,fraud_Heathcote LLC,shopping_net,card,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,3
PAY_00393,payment_failure,2019-06-10 19:26:38,CUST_198,392.59,INR,fraud_Hyatt-Blick,travel,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,1
PAY_00394,payment_failure,2019-08-25 11:47:32,CUST_105,12828.48,INR,"fraud_Reichert, Huels and Hoppe",shopping_net,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00395,payment_failure,2019-06-15 18:41:07,CUST_495,1410.17,INR,fraud_Bogisich-Weimann,kids_pets,upi,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,0
PAY_00396,payment_failure,2019-05-28 12:20:37,CUST_244,6775.29,INR,fraud_Goldner-Lemke,entertainment,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00397,payment_failure,2019-01-26 21:16:45,CUST_210,541.99,INR,"fraud_Towne, Greenholt and Koepp",shopping_net,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00398,payment_failure,2019-04-09 22:24:39,CUST_358,343.62,INR,fraud_Effertz LLC,entertainment,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00399,payment_failure,2019-09-16 16:55:13,CUST_197,1733.87,INR,fraud_Labadie LLC,personal_care,netbanking,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,0
PAY_00400,payment_failure,2019-03-31 10:55:11,CUST_145,7798.68,INR,"fraud_Goldner, Kovacek and Abbott",grocery_pos,upi,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,1
PAY_00401,payment_failure,2020-03-31 09:51:23,CUST_482,9572.39,INR,fraud_Rowe-Vandervort,grocery_net,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00402,payment_failure,2019-12-19 04:06:42,CUST_649,12738.01,INR,fraud_Kunze Inc,grocery_pos,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,1
PAY_00403,payment_failure,2020-06-02 03:20:48,CUST_71,18837.68,INR,fraud_McGlynn-Jaskolski,misc_pos,card,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,0
PAY_00404,payment_failure,2019-04-01 23:12:34,CUST_604,691.39,INR,fraud_McCullough LLC,misc_pos,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00405,payment_failure,2019-12-30 05:06:55,CUST_241,7777.1,INR,fraud_Bailey-Morar,grocery_pos,upi_autopay,failed,MANDATE_FAILED,The recurring payment mandate could not be executed.,bank,mandate_execution,mandate_failure,False,2
PAY_00406,payment_failure,2019-11-11 21:44:48,CUST_200,733.72,INR,"fraud_Kutch, Steuber and Gerhold",food_dining,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00407,payment_failure,2019-09-16 20:44:52,CUST_305,9808.94,INR,fraud_Fahey Inc,kids_pets,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00408,payment_failure,2019-12-01 13:33:55,CUST_723,507.96,INR,fraud_Medhurst PLC,shopping_net,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,0
PAY_00409,payment_failure,2019-07-21 06:40:10,CUST_673,2711.61,INR,fraud_Smitham-Schiller,grocery_net,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00410,payment_failure,2019-05-15 08:50:49,CUST_439,8071.75,INR,fraud_Rutherford-Mertz,grocery_pos,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00411,payment_failure,2019-08-12 22:05:58,CUST_675,2763.9,INR,fraud_Reilly LLC,home,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00412,payment_failure,2020-03-02 13:36:13,CUST_165,977.74,INR,fraud_Zulauf LLC,personal_care,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,1
PAY_00413,payment_failure,2019-12-18 08:04:07,CUST_770,7557.98,INR,fraud_Lockman Ltd,grocery_pos,upi,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,3
PAY_00414,payment_failure,2020-03-30 20:31:23,CUST_490,9633.81,INR,fraud_Kutch-Wilderman,home,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,2
PAY_00415,payment_failure,2019-02-02 10:16:19,CUST_213,62704.84,INR,fraud_Jast-McDermott,shopping_pos,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,1
PAY_00416,payment_failure,2019-07-02 22:02:27,CUST_546,2584.62,INR,fraud_Kozey-Kuhlman,personal_care,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,0
PAY_00417,payment_failure,2020-05-08 21:35:58,CUST_282,2478.38,INR,fraud_Gottlieb-Hansen,personal_care,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00418,payment_failure,2020-01-27 02:12:04,CUST_123,37774.96,INR,fraud_Morissette LLC,entertainment,card,failed,RISK_BLOCK,Transaction requires risk review before recovery.,risk_engine,risk_screening,fraud_risk,True,3
PAY_00419,payment_failure,2019-07-28 05:50:59,CUST_80,15840.55,INR,fraud_Kilback LLC,grocery_pos,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00420,payment_failure,2019-02-12 20:06:46,CUST_43,92.13,INR,fraud_Kessler Inc,travel,upi,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,2
PAY_00421,payment_failure,2020-05-01 08:13:09,CUST_609,10941.06,INR,fraud_Deckow-O'Conner,grocery_pos,upi_autopay,failed,MANDATE_FAILED,The recurring payment mandate could not be executed.,bank,mandate_execution,mandate_failure,False,3
PAY_00422,payment_failure,2020-03-13 20:03:58,CUST_622,5216.55,INR,"fraud_Towne, Greenholt and Koepp",shopping_net,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,3
PAY_00423,payment_failure,2019-02-26 00:27:28,CUST_529,3019.54,INR,"fraud_Stokes, Christiansen and Sipes",grocery_net,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,3
PAY_00424,payment_failure,2019-04-04 12:02:00,CUST_384,20242.04,INR,fraud_Bahringer Group,health_fitness,netbanking,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,1
PAY_00425,payment_failure,2020-02-27 21:32:14,CUST_781,15779.13,INR,fraud_Price Inc,shopping_net,card,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,0
PAY_00426,payment_failure,2019-01-12 22:02:44,CUST_18,70005.52,INR,"fraud_Jones, Sawayn and Romaguera",misc_net,card,failed,RISK_BLOCK,Transaction requires risk review before recovery.,risk_engine,risk_screening,fraud_risk,True,2
PAY_00427,payment_failure,2019-09-30 14:15:07,CUST_181,439.07,INR,fraud_Sawayn PLC,shopping_pos,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,2
PAY_00428,payment_failure,2020-04-06 19:47:10,CUST_882,2106.54,INR,fraud_Wilkinson LLC,personal_care,card,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,1
PAY_00429,payment_failure,2019-08-18 21:58:12,CUST_17,78802.69,INR,fraud_Morissette PLC,shopping_pos,card,failed,RISK_BLOCK,Transaction requires risk review before recovery.,risk_engine,risk_screening,fraud_risk,True,2
PAY_00430,payment_failure,2020-03-18 02:36:05,CUST_275,10653.88,INR,fraud_Rutherford-Mertz,grocery_pos,card,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,2
PAY_00431,payment_failure,2019-09-26 17:31:32,CUST_88,562.74,INR,"fraud_Graham, Hegmann and Hammes",food_dining,upi_autopay,failed,MANDATE_FAILED,The recurring payment mandate could not be executed.,bank,mandate_execution,mandate_failure,False,0
PAY_00432,payment_failure,2019-03-17 13:50:11,CUST_215,634.95,INR,fraud_Volkman PLC,food_dining,card,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,0
PAY_00433,payment_failure,2019-11-06 18:32:11,CUST_850,6266.5,INR,fraud_Kertzmann LLC,health_fitness,card,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,3
PAY_00434,payment_failure,2020-01-11 16:21:13,CUST_766,800.12,INR,fraud_Gaylord-Powlowski,home,upi,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,2
PAY_00435,payment_failure,2019-02-04 06:11:46,CUST_89,5327.77,INR,fraud_Huels-Nolan,gas_transport,card,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,1
PAY_00436,payment_failure,2019-10-24 23:09:16,CUST_740,16129.39,INR,fraud_Dooley Inc,shopping_pos,card,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,1
PAY_00437,payment_failure,2020-04-22 11:22:45,CUST_238,5507.05,INR,fraud_Kuvalis Ltd,gas_transport,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00438,payment_failure,2019-11-27 14:46:34,CUST_344,11414.16,INR,"fraud_Quitzon, Green and Bashirian",shopping_pos,upi,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,1
PAY_00439,payment_failure,2019-05-26 02:02:07,CUST_777,6811.81,INR,fraud_Torp-Labadie,gas_transport,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00440,payment_failure,2019-05-20 22:36:46,CUST_457,6304.68,INR,fraud_Lynch-Wisozk,home,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,0
PAY_00441,payment_failure,2019-10-16 15:08:16,CUST_514,576.02,INR,fraud_Treutel-King,travel,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,1
PAY_00442,payment_failure,2019-10-27 11:53:32,CUST_713,1330.49,INR,fraud_Dickinson Ltd,misc_pos,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,1
