event_id,event_type,timestamp,checkout_id,customer_id,amount_at_risk,currency,cart_value,items_count,checkout_started_at,last_activity_at,abandonment_age_minutes,payment_attempted,payment_completed,checkout_completed,abandonment_detected,customer_history_score
CHK_00464,checkout_abandonment,2019-10-30 10:56:21,CHK_SESSION_000464,CUST_547,9661.2,INR,9661.2,10,2019-10-30 06:17:21,2019-10-30 06:20:21,276,False,False,False,True,0.789
CHK_00465,checkout_abandonment,2020-03-31 15:57:50,CHK_SESSION_000465,CUST_873,1654.19,INR,1654.19,2,2020-03-31 10:40:50,2020-03-31 10:44:50,313,False,False,False,True,0.593
CHK_00466,checkout_abandonment,2019-12-06 04:44:50,CHK_SESSION_000466,CUST_208,17106.3,INR,17106.3,10,2019-12-05 22:49:50,2019-12-05 22:54:50,350,False,False,False,True,0.79
CHK_00467,checkout_abandonment,2019-10-06 23:48:57,CHK_SESSION_000467,CUST_152,20585.66,INR,20585.66,10,2019-10-06 17:15:57,2019-10-06 17:21:57,387,False,False,False,True,0.694
CHK_00468,checkout_abandonment,2019-02-12 07:01:19,CHK_SESSION_000468,CUST_320,484.72,INR,484.72,1,2019-02-11 23:50:19,2019-02-11 23:57:19,424,False,False,False,True,0.492
CHK_00469,checkout_abandonment,2019-07-17 18:57:10,CHK_SESSION_000469,CUST_316,6419.22,INR,6419.22,6,2019-07-17 11:08:10,2019-07-17 11:16:10,461,False,False,False,True,0.895
CHK_00470,checkout_abandonment,2019-03-30 09:24:59,CHK_SESSION_000470,CUST_43,188.41,INR,188.41,1,2019-03-30 00:57:59,2019-03-30 01:06:59,498,False,False,False,True,0.794
CHK_00471,checkout_abandonment,2019-10-21 15:55:34,CHK_SESSION_000471,CUST_318,426.62,INR,426.62,1,2019-10-21 07:00:34,2019-10-21 07:00:34,535,False,False,False,True,0.69
CHK_00472,checkout_abandonment,2019-03-03 01:21:01,CHK_SESSION_000472,CUST_396,350.26,INR,350.26,1,2019-03-02 15:48:01,2019-03-02 15:49:01,572,False,False,False,True,0.794
CHK_00473,checkout_abandonment,2020-06-21 02:50:34,CHK_SESSION_000473,CUST_438,12176.93,INR,12176.93,10,2020-06-20 16:39:34,2020-06-20 16:41:34,609,False,False,False,True,0.692
CHK_00474,checkout_abandonment,2020-02-03 00:36:10,CHK_SESSION_000474,CUST_478,11903.86,INR,11903.86,10,2020-02-02 13:47:10,2020-02-02 13:50:10,646,False,False,False,True,0.594
CHK_00475,checkout_abandonment,2019-01-06 01:53:27,CHK_SESSION_000475,CUST_845,4193.16,INR,4193.16,4,2019-01-05 14:26:27,2019-01-05 14:30:27,683,False,False,False,True,0.797
CHK_00476,checkout_abandonment,2019-01-30 19:57:42,CHK_SESSION_000476,CUST_892,8761.48,INR,8761.48,9,2019-01-30 07:52:42,2019-01-30 07:57:42,720,False,False,False,True,0.494
CHK_00477,checkout_abandonment,2019-02-02 19:37:58,CHK_SESSION_000477,CUST_395,819.21,INR,819.21,1,2019-02-02 06:54:58,2019-02-02 07:00:58,757,False,False,False,True,0.6
CHK_00478,checkout_abandonment,2019-04-21 11:47:35,CHK_SESSION_000478,CUST_272,872.33,INR,872.33,1,2019-04-20 22:26:35,2019-04-20 22:33:35,794,False,False,False,True,0.689
CHK_00479,checkout_abandonment,2019-10-15 03:18:16,CHK_SESSION_000479,CUST_187,6525.46,INR,6525.46,7,2019-10-14 13:19:16,2019-10-14 13:27:16,831,False,False,False,True,0.8
CHK_00480,checkout_abandonment,2019-09-30 06:44:27,CHK_SESSION_000480,CUST_776,2168.79,INR,2168.79,2,2019-09-29 16:07:27,2019-09-29 16:16:27,868,False,False,False,True,0.491
CHK_00481,checkout_abandonment,2019-01-06 18:40:29,CHK_SESSION_000481,CUST_216,13948.15,INR,13948.15,10,2019-01-06 03:35:29,2019-01-06 03:35:29,905,False,False,False,True,0.691
CHK_00482,checkout_abandonment,2019-06-10 05:08:35,CHK_SESSION_000482,CUST_620,1269.9,INR,1269.9,1,2019-06-09 13:25:35,2019-06-09 13:26:35,942,False,False,False,True,0.799
CHK_00483,checkout_abandonment,2019-09-16 02:28:26,CHK_SESSION_000483,CUST_421,6225.0,INR,6225.0,6,2019-09-15 10:07:26,2019-09-15 10:09:26,979,False,False,False,True,0.69
CHK_00484,checkout_abandonment,2019-11-21 17:53:51,CHK_SESSION_000484,CUST_111,8431.97,INR,8431.97,8,2019-11-21 00:54:51,2019-11-21 00:57:51,1016,False,False,False,True,0.692
CHK_00485,checkout_abandonment,2019-12-31 22:39:29,CHK_SESSION_000485,CUST_415,7691.61,INR,7691.61,8,2019-12-31 05:02:29,2019-12-31 05:06:29,1053,False,False,False,True,0.49
CHK_00486,checkout_abandonment,2019-09-30 12:53:10,CHK_SESSION_000486,CUST_674,293.82,INR,293.82,1,2019-09-29 18:38:10,2019-09-29 18:43:10,1090,False,False,False,True,0.596
CHK_00487,checkout_abandonment,2020-05-20 10:51:06,CHK_SESSION_000487,CUST_727,13618.64,INR,13618.64,10,2020-05-19 15:58:06,2020-05-19 16:04:06,1127,False,False,False,True,0.87
CHK_00488,checkout_abandonment,2019-12-10 13:00:55,CHK_SESSION_000488,CUST_398,3997.28,INR,3997.28,4,2019-12-09 17:29:55,2019-12-09 17:36:55,1164,False,False,False,True,0.6
CHK_00489,checkout_abandonment,2019-03-02 09:27:50,CHK_SESSION_000489,CUST_200,107.9,INR,107.9,1,2019-03-01 13:18:50,2019-03-01 13:26:50,1201,False,False,False,True,0.894
CHK_00490,checkout_abandonment,2020-01-23 23:12:17,CHK_SESSION_000490,CUST_167,6869.91,INR,6869.91,7,2020-01-23 02:25:17,2020-01-23 02:34:17,1238,False,False,False,True,0.89
CHK_00491,checkout_abandonment,2019-12-01 10:11:45,CHK_SESSION_000491,CUST_518,4813.17,INR,4813.17,5,2019-11-30 12:56:45,2019-11-30 12:56:45,1275,False,False,False,True,0.599
CHK_00492,checkout_abandonment,2019-08-10 16:58:05,CHK_SESSION_000492,CUST_26,8624.53,INR,8624.53,9,2019-08-09 19:05:05,2019-08-09 19:06:05,1312,False,False,False,True,0.888
CHK_00493,checkout_abandonment,2020-01-21 19:54:14,CHK_SESSION_000493,CUST_563,811.74,INR,811.74,1,2020-01-20 21:23:14,2020-01-20 21:25:14,1349,False,False,False,True,0.793
CHK_00494,checkout_abandonment,2019-10-16 20:20:07,CHK_SESSION_000494,CUST_731,1812.72,INR,1812.72,2,2019-10-15 21:11:07,2019-10-15 21:14:07,1386,False,False,False,True,0.595
CHK_00495,checkout_abandonment,2019-05-27 23:04:15,CHK_SESSION_000495,CUST_540,6962.87,INR,6962.87,7,2019-05-26 23:17:15,2019-05-26 23:21:15,1423,False,False,False,True,0.897
CHK_00496,checkout_abandonment,2019-02-01 04:31:06,CHK_SESSION_000496,CUST_360,8780.57,INR,8780.57,9,2019-02-01 03:37:06,2019-02-01 03:42:06,49,False,False,False,True,0.689
CHK_00497,checkout_abandonment,2019-03-14 07:54:18,CHK_SESSION_000497,CUST_461,2729.04,INR,2729.04,3,2019-03-14 06:22:18,2019-03-14 06:28:18,86,False,False,False,True,0.8
CHK_00498,checkout_abandonment,2020-06-17 23:14:56,CHK_SESSION_000498,CUST_13,1411.0,INR,1411.0,1,2020-06-17 21:04:56,2020-06-17 21:11:56,123,False,False,False,True,0.697
CHK_00499,checkout_abandonment,2019-02-02 12:02:15,CHK_SESSION_000499,CUST_526,2205.31,INR,2205.31,2,2019-02-02 09:14:15,2019-02-02 09:22:15,160,False,False,False,True,0.792
CHK_00500,checkout_abandonment,2019-05-14 01:24:51,CHK_SESSION_000500,CUST_649,10145.09,INR,10145.09,10,2019-05-13 21:58:51,2019-05-13 22:07:51,197,False,False,False,True,0.69
CHK_00501,checkout_abandonment,2019-06-28 01:49:50,CHK_SESSION_000501,CUST_186,499.66,INR,499.66,1,2019-06-27 21:55:50,2019-06-27 21:55:50,234,False,False,False,True,0.89
CHK_00502,checkout_abandonment,2019-06-22 02:41:41,CHK_SESSION_000502,CUST_462,6088.05,INR,6088.05,6,2019-06-21 22:09:41,2019-06-21 22:10:41,271,False,False,False,True,0.791
CHK_00503,checkout_abandonment,2019-03-12 03:16:13,CHK_SESSION_000503,CUST_203,12392.73,INR,12392.73,10,2019-03-11 22:06:13,2019-03-11 22:08:13,308,False,False,False,True,0.697
CHK_00504,checkout_abandonment,2019-09-12 01:03:57,CHK_SESSION_000504,CUST_404,785.18,INR,785.18,1,2019-09-11 19:15:57,2019-09-11 19:18:57,345,False,False,False,True,0.696
CHK_00505,checkout_abandonment,2019-03-18 22:51:56,CHK_SESSION_000505,CUST_864,25829.6,INR,25829.6,10,2019-03-18 16:25:56,2019-03-18 16:29:56,382,False,False,False,True,0.597
CHK_00506,checkout_abandonment,2020-05-05 21:44:46,CHK_SESSION_000506,CUST_167,6130.38,INR,6130.38,6,2020-05-05 14:40:46,2020-05-05 14:45:46,419,False,False,False,True,0.89
CHK_00507,checkout_abandonment,2019-07-09 00:45:21,CHK_SESSION_000507,CUST_482,4314.34,INR,4314.34,4,2019-07-08 17:03:21,2019-07-08 17:09:21,456,False,False,False,True,0.986
CHK_00508,checkout_abandonment,2020-01-16 05:44:53,CHK_SESSION_000508,CUST_549,4996.6,INR,4996.6,5,2020-01-15 21:24:53,2020-01-15 21:31:53,493,False,False,False,True,0.805
CHK_00509,checkout_abandonment,2019-02-24 20:21:29,CHK_SESSION_000509,CUST_637,809.25,INR,809.25,1,2019-02-24 11:23:29,2019-02-24 11:31:29,530,False,False,False,True,0.588
CHK_00510,checkout_abandonment,2019-11-25 02:15:49,CHK_SESSION_000510,CUST_694,464.8,INR,464.8,1,2019-11-24 16:39:49,2019-11-24 16:48:49,567,False,False,False,True,0.69
CHK_00511,checkout_abandonment,2019-06-24 11:07:00,CHK_SESSION_000511,CUST_716,478.91,INR,478.91,1,2019-06-24 01:03:00,2019-06-24 01:03:00,604,False,False,False,True,0.592
CHK_00512,checkout_abandonment,2020-03-20 03:09:38,CHK_SESSION_000512,CUST_546,113.71,INR,113.71,1,2020-03-19 16:27:38,2020-03-19 16:28:38,641,False,False,False,True,0.69
CHK_00513,checkout_abandonment,2019-06-12 01:22:18,CHK_SESSION_000513,CUST_358,532.86,INR,532.86,1,2019-06-11 14:02:18,2019-06-11 14:04:18,678,False,False,False,True,0.878
CHK_00514,checkout_abandonment,2019-05-25 08:11:55,CHK_SESSION_000514,CUST_19,462.31,INR,462.31,1,2019-05-24 20:13:55,2019-05-24 20:16:55,715,False,False,False,True,0.891
CHK_00515,checkout_abandonment,2020-04-17 05:36:38,CHK_SESSION_000515,CUST_152,3007.09,INR,3007.09,3,2020-04-16 17:00:38,2020-04-16 17:04:38,752,False,False,False,True,0.694
CHK_00516,checkout_abandonment,2020-04-25 16:57:50,CHK_SESSION_000516,CUST_460,9162.37,INR,9162.37,9,2020-04-25 03:43:50,2020-04-25 03:48:50,789,False,False,False,True,0.688
CHK_00517,checkout_abandonment,2020-04-05 03:23:45,CHK_SESSION_000517,CUST_665,143.59,INR,143.59,1,2020-04-04 13:31:45,2020-04-04 13:37:45,826,False,False,False,True,0.789
CHK_00518,checkout_abandonment,2019-03-06 21:58:00,CHK_SESSION_000518,CUST_761,94.62,INR,94.62,1,2019-03-06 07:28:00,2019-03-06 07:35:00,863,False,False,False,True,0.491
CHK_00519,checkout_abandonment,2019-05-04 15:20:39,CHK_SESSION_000519,CUST_275,5854.82,INR,5854.82,6,2019-05-04 00:12:39,2019-05-04 00:20:39,900,False,False,False,True,0.888
CHK_00520,checkout_abandonment,2019-12-24 02:09:47,CHK_SESSION_000520,CUST_826,4628.91,INR,4628.91,5,2019-12-23 10:23:47,2019-12-23 10:32:47,937,False,False,False,True,0.591
CHK_00521,checkout_abandonment,2019-05-24 06:33:46,CHK_SESSION_000521,CUST_813,121.18,INR,121.18,1,2019-05-23 14:19:46,2019-05-23 14:19:46,974,False,False,False,True,0.596
CHK_00522,checkout_abandonment,2019-06-05 19:05:03,CHK_SESSION_000522,CUST_565,4728.51,INR,4728.51,5,2019-06-05 02:13:03,2019-06-05 02:14:03,1011,False,False,False,True,0.693
CHK_00523,checkout_abandonment,2019-05-30 15:34:59,CHK_SESSION_000523,CUST_739,232.4,INR,232.4,1,2019-05-29 22:04:59,2019-05-29 22:06:59,1048,False,False,False,True,0.597
CHK_00524,checkout_abandonment,2020-05-22 23:45:01,CHK_SESSION_000524,CUST_367,10061.26,INR,10061.26,10,2020-05-22 05:37:01,2020-05-22 05:40:01,1085,False,False,False,True,0.695
CHK_00525,checkout_abandonment,2019-07-02 13:22:30,CHK_SESSION_000525,CUST_13,4447.14,INR,4447.14,4,2019-07-01 18:36:30,2019-07-01 18:40:30,1122,False,False,False,True,0.697
CHK_00526,checkout_abandonment,2020-02-03 13:54:41,CHK_SESSION_000526,CUST_574,2635.25,INR,2635.25,3,2020-02-02 18:30:41,2020-02-02 18:35:41,1159,False,False,False,True,0.89
CHK_00527,checkout_abandonment,2020-02-05 07:47:50,CHK_SESSION_000527,CUST_11,662.34,INR,662.34,1,2020-02-04 11:45:50,2020-02-04 11:51:50,1196,False,False,False,True,0.786
CHK_00528,checkout_abandonment,2020-02-04 18:41:14,CHK_SESSION_000528,CUST_88,2736.51,INR,2736.51,3,2020-02-03 22:01:14,2020-02-03 22:08:14,1233,False,False,False,True,0.693
CHK_00529,checkout_abandonment,2020-04-10 10:07:19,CHK_SESSION_000529,CUST_16,4629.74,INR,4629.74,5,2020-04-09 12:49:19,2020-04-09 12:57:19,1270,False,False,False,True,0.8
CHK_00530,checkout_abandonment,2019-06-01 14:14:34,CHK_SESSION_000530,CUST_895,542.82,INR,542.82,1,2019-05-31 16:18:34,2019-05-31 16:27:34,1307,False,False,False,True,0.49
CHK_00531,checkout_abandonment,2019-11-09 16:08:17,CHK_SESSION_000531,CUST_115,556.93,INR,556.93,1,2019-11-08 17:44:17,2019-11-08 17:44:17,1344,False,False,False,True,0.978
CHK_00532,checkout_abandonment,2019-03-23 16:36:50,CHK_SESSION_000532,CUST_645,2992.98,INR,2992.98,3,2019-03-22 17:34:50,2019-03-22 17:35:50,1381,False,False,False,True,0.793
CHK_00533,checkout_abandonment,2020-02-02 07:06:54,CHK_SESSION_000533,CUST_362,10960.98,INR,10960.98,10,2020-02-01 07:26:54,2020-02-01 07:28:54,1418,False,False,False,True,0.692
CHK_00534,checkout_abandonment,2019-06-24 00:05:13,CHK_SESSION_000534,CUST_138,5694.63,INR,5694.63,6,2019-06-23 23:18:13,2019-06-23 23:21:13,44,False,False,False,True,0.981
CHK_00535,checkout_abandonment,2019-04-21 01:58:54,CHK_SESSION_000535,CUST_899,8808.79,INR,8808.79,9,2019-04-21 00:33:54,2019-04-21 00:37:54,81,False,False,False,True,0.49
CHK_00536,checkout_abandonment,2020-02-15 02:19:43,CHK_SESSION_000536,CUST_374,134.46,INR,134.46,1,2020-02-15 00:16:43,2020-02-15 00:21:43,118,False,False,False,True,0.696
CHK_00537,checkout_abandonment,2019-01-13 01:18:21,CHK_SESSION_000537,CUST_766,1708.14,INR,1708.14,2,2019-01-12 22:37:21,2019-01-12 22:43:21,155,False,False,False,True,0.791
CHK_00538,checkout_abandonment,2020-02-08 23:37:50,CHK_SESSION_000538,CUST_212,571.04,INR,571.04,1,2020-02-08 20:18:50,2020-02-08 20:25:50,192,False,False,False,True,0.889
CHK_00539,checkout_abandonment,2019-08-30 10:18:42,CHK_SESSION_000539,CUST_151,7612.76,INR,7612.76,8,2019-08-30 06:21:42,2019-08-30 06:29:42,229,False,False,False,True,0.687
CHK_00540,checkout_abandonment,2019-05-23 17:52:03,CHK_SESSION_000540,CUST_816,244.85,INR,244.85,1,2019-05-23 13:17:03,2019-05-23 13:26:03,266,False,False,False,True,0.593
CHK_00541,checkout_abandonment,2019-03-15 21:58:15,CHK_SESSION_000541,CUST_190,6037.42,INR,6037.42,6,2019-03-15 16:55:15,2019-03-15 16:55:15,303,False,False,False,True,0.696
CHK_00542,checkout_abandonment,2020-01-27 17:45:05,CHK_SESSION_000542,CUST_449,805.1,INR,805.1,1,2020-01-27 12:04:05,2020-01-27 12:05:05,340,False,False,False,True,0.789
CHK_00543,checkout_abandonment,2020-03-29 00:51:48,CHK_SESSION_000543,CUST_237,1788.65,INR,1788.65,2,2020-03-28 18:32:48,2020-03-28 18:34:48,377,False,False,False,True,0.795
CHK_00544,checkout_abandonment,2020-02-04 22:05:54,CHK_SESSION_000544,CUST_419,6002.56,INR,6002.56,6,2020-02-04 15:08:54,2020-02-04 15:11:54,414,False,False,False,True,0.798
CHK_00545,checkout_abandonment,2019-12-20 02:30:47,CHK_SESSION_000545,CUST_546,6114.61,INR,6114.61,6,2019-12-19 18:55:47,2019-12-19 18:59:47,451,False,False,False,True,0.69
CHK_00546,checkout_abandonment,2019-09-15 11:14:07,CHK_SESSION_000546,CUST_121,7159.58,INR,7159.58,7,2019-09-15 03:01:07,2019-09-15 03:06:07,488,False,False,False,True,0.595
CHK_00547,checkout_abandonment,2019-07-05 13:54:49,CHK_SESSION_000547,CUST_781,4188.18,INR,4188.18,4,2019-07-05 05:03:49,2019-07-05 05:09:49,525,False,False,False,True,0.697
CHK_00548,checkout_abandonment,2019-12-02 07:58:53,CHK_SESSION_000548,CUST_321,2813.7,INR,2813.7,3,2019-12-01 22:29:53,2019-12-01 22:36:53,562,False,False,False,True,0.592
CHK_00549,checkout_abandonment,2019-09-05 09:48:07,CHK_SESSION_000549,CUST_64,4296.91,INR,4296.91,4,2019-09-04 23:41:07,2019-09-04 23:49:07,599,False,False,False,True,0.594
CHK_00550,checkout_abandonment,2019-01-20 23:58:31,CHK_SESSION_000550,CUST_49,4376.59,INR,4376.59,4,2019-01-20 13:13:31,2019-01-20 13:22:31,636,False,False,False,True,0.788
CHK_00551,checkout_abandonment,2019-11-05 23:17:03,CHK_SESSION_000551,CUST_83,494.68,INR,494.68,1,2019-11-05 12:04:03,2019-11-05 12:04:03,673,False,False,False,True,0.999
CHK_00552,checkout_abandonment,2020-02-15 15:53:34,CHK_SESSION_000552,CUST_754,1223.42,INR,1223.42,1,2020-02-15 04:02:34,2020-02-15 04:03:34,710,False,False,False,True,0.594
CHK_00553,checkout_abandonment,2019-12-28 20:31:54,CHK_SESSION_000553,CUST_496,9383.98,INR,9383.98,9,2019-12-28 08:02:54,2019-12-28 08:04:54,747,False,False,False,True,0.586
CHK_00554,checkout_abandonment,2020-05-10 05:20:55,CHK_SESSION_000554,CUST_89,417.49,INR,417.49,1,2020-05-09 16:13:55,2020-05-09 16:16:55,784,False,False,False,True,0.891
CHK_00555,checkout_abandonment,2019-08-06 04:14:34,CHK_SESSION_000555,CUST_779,1251.64,INR,1251.64,1,2019-08-05 14:29:34,2019-08-05 14:33:34,821,False,False,False,True,0.596
CHK_00556,checkout_abandonment,2019-12-11 22:20:20,CHK_SESSION_000556,CUST_216,18831.04,INR,18831.04,10,2019-12-11 07:57:20,2019-12-11 08:02:20,858,False,False,False,True,0.691
CHK_00557,checkout_abandonment,2020-04-05 02:01:54,CHK_SESSION_000557,CUST_876,5920.39,INR,5920.39,6,2020-04-04 11:00:54,2020-04-04 11:06:54,895,False,False,False,True,0.49
CHK_00558,checkout_abandonment,2019-07-17 18:39:21,CHK_SESSION_000558,CUST_748,3940.01,INR,3940.01,4,2019-07-17 03:00:21,2019-07-17 03:07:21,932,False,False,False,True,0.49
CHK_00559,checkout_abandonment,2020-06-19 00:51:33,CHK_SESSION_000559,CUST_646,10991.69,INR,10991.69,10,2020-06-18 08:34:33,2020-06-18 08:42:33,969,False,False,False,True,0.49
CHK_00560,checkout_abandonment,2019-04-07 10:35:26,CHK_SESSION_000560,CUST_9,3068.51,INR,3068.51,3,2019-04-06 17:40:26,2019-04-06 17:49:26,1006,False,False,False,True,0.596
CHK_00561,checkout_abandonment,2019-06-10 08:40:08,CHK_SESSION_000561,CUST_797,1061.57,INR,1061.57,1,2019-06-09 15:17:08,2019-06-09 15:17:08,1043,False,False,False,True,0.498
CHK_00562,checkout_abandonment,2019-11-05 09:32:36,CHK_SESSION_000562,CUST_649,448.2,INR,448.2,1,2019-11-04 15:31:36,2019-11-04 15:32:36,1080,False,False,False,True,0.69
CHK_00563,checkout_abandonment,2019-02-04 07:09:51,CHK_SESSION_000563,CUST_674,92.13,INR,92.13,1,2019-02-03 12:30:51,2019-02-03 12:32:51,1117,False,False,False,True,0.596
CHK_00564,checkout_abandonment,2020-05-01 14:47:23,CHK_SESSION_000564,CUST_620,4610.65,INR,4610.65,5,2020-04-30 19:30:23,2020-04-30 19:33:23,1154,False,False,False,True,0.799
CHK_00565,checkout_abandonment,2019-04-12 12:23:13,CHK_SESSION_000565,CUST_630,292.99,INR,292.99,1,2019-04-11 16:28:13,2019-04-11 16:32:13,1191,False,False,False,True,0.801
CHK_00566,checkout_abandonment,2020-02-24 19:33:03,CHK_SESSION_000566,CUST_309,1947.18,INR,1947.18,2,2020-02-23 23:00:03,2020-02-23 23:05:03,1228,False,False,False,True,0.589
CHK_00567,checkout_abandonment,2020-01-27 01:37:02,CHK_SESSION_000567,CUST_587,6583.56,INR,6583.56,7,2020-01-26 04:26:02,2020-01-26 04:32:02,1265,False,False,False,True,0.497
CHK_00568,checkout_abandonment,2019-01-23 18:24:13,CHK_SESSION_000568,CUST_284,30915.84,INR,30915.84,10,2019-01-22 20:35:13,2019-01-22 20:42:13,1302,False,False,False,True,0.884
CHK_00569,checkout_abandonment,2020-06-17 18:02:52,CHK_SESSION_000569,CUST_8,756.96,INR,756.96,1,2020-06-16 19:35:52,2020-06-16 19:43:52,1339,False,False,False,True,0.589
CHK_00570,checkout_abandonment,2019-09-08 22:11:49,CHK_SESSION_000570,CUST_105,4565.83,INR,4565.83,5,2019-09-07 23:06:49,2019-09-07 23:15:49,1376,False,False,False,True,0.798
CHK_00571,checkout_abandonment,2019-06-15 06:36:46,CHK_SESSION_000571,CUST_593,7515.65,INR,7515.65,8,2019-06-14 07:03:46,2019-06-14 07:03:46,1413,False,False,False,True,0.983
CHK_00572,checkout_abandonment,2020-04-30 14:33:34,CHK_SESSION_000572,CUST_488,1662.49,INR,1662.49,2,2020-04-30 13:53:34,2020-04-30 13:54:34,39,False,False,False,True,0.988
CHK_00573,checkout_abandonment,2020-06-16 08:08:23,CHK_SESSION_000573,CUST_620,126.99,INR,126.99,1,2020-06-16 06:50:23,2020-06-16 06:52:23,76,False,False,False,True,0.799
CHK_00574,checkout_abandonment,2019-10-19 01:57:50,CHK_SESSION_000574,CUST_660,16961.05,INR,16961.05,10,2019-10-19 00:01:50,2019-10-19 00:04:50,113,False,False,False,True,0.689
CHK_00575,checkout_abandonment,2020-03-23 10:16:30,CHK_SESSION_000575,CUST_666,5307.85,INR,5307.85,5,2020-03-23 07:42:30,2020-03-23 07:46:30,150,False,False,False,True,0.697
CHK_00576,checkout_abandonment,2019-04-13 06:16:10,CHK_SESSION_000576,CUST_118,9040.36,INR,9040.36,9,2019-04-13 03:04:10,2019-04-13 03:09:10,187,False,False,False,True,0.889
CHK_00577,checkout_abandonment,2019-05-27 05:51:50,CHK_SESSION_000577,CUST_662,6160.26,INR,6160.26,6,2019-05-27 02:01:50,2019-05-27 02:07:50,224,False,False,False,True,0.883
CHK_00578,checkout_abandonment,2019-04-26 11:09:44,CHK_SESSION_000578,CUST_764,6449.93,INR,6449.93,6,2019-04-26 06:41:44,2019-04-26 06:48:44,261,False,False,False,True,0.797
CHK_00579,checkout_abandonment,2019-01-14 12:09:35,CHK_SESSION_000579,CUST_38,5980.15,INR,5980.15,6,2019-01-14 07:03:35,2019-01-14 07:11:35,298,False,False,False,True,0.803
CHK_00580,checkout_abandonment,2020-05-26 21:49:15,CHK_SESSION_000580,CUST_321,1701.5,INR,1701.5,2,2020-05-26 16:05:15,2020-05-26 16:14:15,335,False,False,False,True,0.592
CHK_00581,checkout_abandonment,2019-04-22 00:03:46,CHK_SESSION_000581,CUST_303,11688.06,INR,11688.06,10,2019-04-21 17:51:46,2019-04-21 17:51:46,372,False,False,False,True,0.602
CHK_00582,checkout_abandonment,2019-07-15 14:49:26,CHK_SESSION_000582,CUST_257,4195.65,INR,4195.65,4,2019-07-15 07:59:26,2019-07-15 08:00:26,409,False,False,False,True,0.596
CHK_00583,checkout_abandonment,2020-05-09 01:08:37,CHK_SESSION_000583,CUST_218,3795.59,INR,3795.59,4,2020-05-08 17:40:37,2020-05-08 17:42:37,446,False,False,False,True,0.792
CHK_00584,checkout_abandonment,2019-02-27 23:47:23,CHK_SESSION_000584,CUST_536,4680.37,INR,4680.37,5,2019-02-27 15:41:23,2019-02-27 15:44:23,483,False,False,False,True,0.995
CHK_00585,checkout_abandonment,2019-04-12 15:31:32,CHK_SESSION_000585,CUST_115,4975.02,INR,4975.02,5,2019-04-12 06:47:32,2019-04-12 06:51:32,520,False,False,False,True,0.978
CHK_00586,checkout_abandonment,2019-12-10 05:05:48,CHK_SESSION_000586,CUST_614,6422.54,INR,6422.54,6,2019-12-09 19:43:48,2019-12-09 19:48:48,557,False,False,False,True,0.592
CHK_00587,checkout_abandonment,2019-08-19 12:44:21,CHK_SESSION_000587,CUST_98,11131.96,INR,11131.96,10,2019-08-19 02:44:21,2019-08-19 02:50:21,594,False,False,False,True,0.785
CHK_00588,checkout_abandonment,2019-06-03 20:46:11,CHK_SESSION_000588,CUST_159,10711.98,INR,10711.98,10,2019-06-03 10:08:11,2019-06-03 10:15:11,631,False,False,False,True,0.602
CHK_00589,checkout_abandonment,2019-09-23 23:32:08,CHK_SESSION_000589,CUST_116,4759.22,INR,4759.22,5,2019-09-23 12:16:08,2019-09-23 12:24:08,668,False,False,False,True,0.792
CHK_00590,checkout_abandonment,2019-02-20 03:07:03,CHK_SESSION_000590,CUST_376,215.8,INR,215.8,1,2019-02-19 15:13:03,2019-02-19 15:22:03,705,False,False,False,True,0.991
CHK_00591,checkout_abandonment,2019-03-24 16:19:24,CHK_SESSION_000591,CUST_762,6718.85,INR,6718.85,7,2019-03-24 03:57:24,2019-03-24 03:57:24,742,False,False,False,True,0.594
CHK_00592,checkout_abandonment,2019-05-13 15:09:26,CHK_SESSION_000592,CUST_497,2613.67,INR,2613.67,3,2019-05-13 02:09:26,2019-05-13 02:10:26,779,False,False,False,True,0.889
CHK_00593,checkout_abandonment,2019-07-08 18:56:44,CHK_SESSION_000593,CUST_151,58916.72,INR,58916.72,10,2019-07-08 05:18:44,2019-07-08 05:20:44,816,False,False,False,True,0.687
CHK_00594,checkout_abandonment,2019-11-07 17:34:54,CHK_SESSION_000594,CUST_438,7474.15,INR,7474.15,7,2019-11-07 03:18:54,2019-11-07 03:21:54,853,False,False,False,True,0.692
CHK_00595,checkout_abandonment,2020-02-07 02:56:19,CHK_SESSION_000595,CUST_357,684.75,INR,684.75,1,2020-02-06 12:02:19,2020-02-06 12:06:19,890,False,False,False,True,0.499
CHK_00596,checkout_abandonment,2019-08-29 21:06:19,CHK_SESSION_000596,CUST_49,766.09,INR,766.09,1,2019-08-29 05:34:19,2019-08-29 05:39:19,927,False,False,False,True,0.788
CHK_00597,checkout_abandonment,2020-05-25 10:52:10,CHK_SESSION_000597,CUST_192,297.14,INR,297.14,1,2020-05-24 18:42:10,2020-05-24 18:48:10,964,False,False,False,True,0.692
CHK_00598,checkout_abandonment,2019-05-20 11:33:20,CHK_SESSION_000598,CUST_121,429.11,INR,429.11,1,2019-05-19 18:45:20,2019-05-19 18:52:20,1001,False,False,False,True,0.595
CHK_00599,checkout_abandonment,2019-07-14 20:02:51,CHK_SESSION_000599,CUST_443,3637.89,INR,3637.89,4,2019-07-14 02:36:51,2019-07-14 02:44:51,1038,False,False,False,True,0.793
