case_id,event_type,amount,customer_profile,problem_summary,root_cause,action_taken,policy_result,outcome,recovered_amount,days_to_recovery
CASE_00741,payment_failure,5946.95,Returning customer with historical transaction activity.,"Payment of ₹5,946.95 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,5946.95,3
CASE_00742,payment_failure,362.71,Returning customer with historical transaction activity.,Payment of ₹362.71 failed during the payment flow.,mandate_failure,mandate_retry,approved,recovered,362.71,3
CASE_00743,payment_failure,5084.58,Returning customer with historical transaction activity.,"Payment of ₹5,084.58 failed during the payment flow.",network_error,retry,approved,recovered,5084.58,3
CASE_00744,payment_failure,771.07,Returning customer with historical transaction activity.,Payment of ₹771.07 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,771.07,2
CASE_00745,payment_failure,3064.36,Returning customer with historical transaction activity.,"Payment of ₹3,064.36 failed during the payment flow.",network_error,retry,approved,recovered,3064.36,1
CASE_00746,payment_failure,637.44,Returning customer with historical transaction activity.,Payment of ₹637.44 failed during the payment flow.,mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_00747,payment_failure,6296.38,Returning customer with historical transaction activity.,"Payment of ₹6,296.38 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,6296.38,3
CASE_00748,payment_failure,17922.19,Returning customer with historical transaction activity.,"Payment of ₹17,922.19 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,17922.19,2
CASE_00749,payment_failure,7221.83,Returning customer with historical transaction activity.,"Payment of ₹7,221.83 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,7221.83,3
CASE_00750,payment_failure,4905.3,Returning customer with historical transaction activity.,"Payment of ₹4,905.30 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,4905.3,2
CASE_00751,payment_failure,5433.18,Returning customer with historical transaction activity.,"Payment of ₹5,433.18 failed during the payment flow.",bank_timeout,delayed_retry,approved,failed,0.0,0
CASE_00752,payment_failure,9784.04,Returning customer with historical transaction activity.,"Payment of ₹9,784.04 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,9784.04,1
CASE_00753,payment_failure,431.6,Returning customer with historical transaction activity.,Payment of ₹431.60 failed during the payment flow.,network_error,retry,approved,recovered,431.6,1
CASE_00754,payment_failure,872.33,Returning customer with historical transaction activity.,Payment of ₹872.33 failed during the payment flow.,network_error,retry,approved,recovered,872.33,3
CASE_00755,payment_failure,4735.15,Returning customer with historical transaction activity.,"Payment of ₹4,735.15 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,4735.15,2
CASE_00756,payment_failure,349.43,Returning customer with historical transaction activity.,Payment of ₹349.43 failed during the payment flow.,network_error,retry,approved,recovered,349.43,2
CASE_00757,payment_failure,6604.31,Returning customer with historical transaction activity.,"Payment of ₹6,604.31 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,6604.31,1
CASE_00758,payment_failure,7143.81,Returning customer with historical transaction activity.,"Payment of ₹7,143.81 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,7143.81,3
CASE_00759,payment_failure,5681.35,Returning customer with historical transaction activity.,"Payment of ₹5,681.35 failed during the payment flow.",network_error,retry,approved,recovered,5681.35,2
CASE_00760,payment_failure,1096.43,Returning customer with historical transaction activity.,"Payment of ₹1,096.43 failed during the payment flow.",mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_00761,payment_failure,2833.62,Returning customer with historical transaction activity.,"Payment of ₹2,833.62 failed during the payment flow.",network_error,retry,approved,recovered,2833.62,1
CASE_00762,payment_failure,15669.57,Returning customer with historical transaction activity.,"Payment of ₹15,669.57 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_00763,payment_failure,1996.15,Returning customer with historical transaction activity.,"Payment of ₹1,996.15 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,1996.15,2
CASE_00764,payment_failure,24617.8,Returning customer with historical transaction activity.,"Payment of ₹24,617.80 failed during the payment flow.",insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_00765,payment_failure,9565.75,Returning customer with historical transaction activity.,"Payment of ₹9,565.75 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,9565.75,3
CASE_00766,payment_failure,3838.75,Returning customer with historical transaction activity.,"Payment of ₹3,838.75 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,3838.75,1
CASE_00767,payment_failure,22818.36,Returning customer with historical transaction activity.,"Payment of ₹22,818.36 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,22818.36,1
CASE_00768,payment_failure,1145.4,Returning customer with historical transaction activity.,"Payment of ₹1,145.40 failed during the payment flow.",network_error,retry,approved,recovered,1145.4,1
CASE_00769,payment_failure,5892.17,Returning customer with historical transaction activity.,"Payment of ₹5,892.17 failed during the payment flow.",network_error,retry,approved,recovered,5892.17,1
CASE_00770,payment_failure,136.12,Returning customer with historical transaction activity.,Payment of ₹136.12 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,136.12,3
CASE_00771,payment_failure,18061.63,Returning customer with historical transaction activity.,"Payment of ₹18,061.63 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_00772,payment_failure,869.84,Returning customer with historical transaction activity.,Payment of ₹869.84 failed during the payment flow.,expired_card,payment_method_update,approved,recovered,869.84,3
CASE_00773,payment_failure,6630.87,Returning customer with historical transaction activity.,"Payment of ₹6,630.87 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_00774,payment_failure,19529.07,Returning customer with historical transaction activity.,"Payment of ₹19,529.07 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,19529.07,3
CASE_00775,payment_failure,6110.46,Returning customer with historical transaction activity.,"Payment of ₹6,110.46 failed during the payment flow.",insufficient_funds,delayed_retry,approved,partial,2182.23,6
CASE_00776,payment_failure,3496.79,Returning customer with historical transaction activity.,"Payment of ₹3,496.79 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,3496.79,2
CASE_00777,payment_failure,3768.2,Returning customer with historical transaction activity.,"Payment of ₹3,768.20 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,3768.2,1
CASE_00778,payment_failure,141.93,Returning customer with historical transaction activity.,Payment of ₹141.93 failed during the payment flow.,network_error,retry,approved,recovered,141.93,2
CASE_00779,payment_failure,11158.52,Returning customer with historical transaction activity.,"Payment of ₹11,158.52 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,11158.52,1
CASE_00780,payment_failure,41768.09,Returning customer with historical transaction activity.,"Payment of ₹41,768.09 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_00781,payment_failure,10347.61,Returning customer with historical transaction activity.,"Payment of ₹10,347.61 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,10347.61,2
CASE_00782,payment_failure,5263.86,Returning customer with historical transaction activity.,"Payment of ₹5,263.86 failed during the payment flow.",network_error,retry,approved,recovered,5263.86,3
CASE_00783,payment_failure,2603.71,Returning customer with historical transaction activity.,"Payment of ₹2,603.71 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,2603.71,2
CASE_00784,payment_failure,913.0,Returning customer with historical transaction activity.,Payment of ₹913.00 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,913.0,3
CASE_00785,payment_failure,4695.31,Returning customer with historical transaction activity.,"Payment of ₹4,695.31 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,4695.31,1
CASE_00786,payment_failure,1082.32,Returning customer with historical transaction activity.,"Payment of ₹1,082.32 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,1082.32,3
CASE_00787,payment_failure,8170.52,Returning customer with historical transaction activity.,"Payment of ₹8,170.52 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,8170.52,1
CASE_00788,payment_failure,10955.17,Returning customer with historical transaction activity.,"Payment of ₹10,955.17 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,10955.17,2
CASE_00789,payment_failure,2535.65,Returning customer with historical transaction activity.,"Payment of ₹2,535.65 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,2535.65,1
CASE_00790,payment_failure,637.44,Returning customer with historical transaction activity.,Payment of ₹637.44 failed during the payment flow.,expired_card,payment_method_update,approved,recovered,637.44,1
CASE_00791,payment_failure,683.09,Returning customer with historical transaction activity.,Payment of ₹683.09 failed during the payment flow.,expired_card,payment_method_update,approved,recovered,683.09,2
CASE_00792,payment_failure,5777.63,Returning customer with historical transaction activity.,"Payment of ₹5,777.63 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,5777.63,1
CASE_00793,payment_failure,213.31,Returning customer with historical transaction activity.,Payment of ₹213.31 failed during the payment flow.,insufficient_funds,delayed_retry,approved,partial,53.67,6
CASE_00794,payment_failure,4394.02,Returning customer with historical transaction activity.,"Payment of ₹4,394.02 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_00795,payment_failure,9839.65,Returning customer with historical transaction activity.,"Payment of ₹9,839.65 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,9839.65,1
CASE_00796,payment_failure,2993.81,Returning customer with historical transaction activity.,"Payment of ₹2,993.81 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,2993.81,3
CASE_00797,payment_failure,702.18,Returning customer with historical transaction activity.,Payment of ₹702.18 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,702.18,2
CASE_00798,payment_failure,1525.54,Returning customer with historical transaction activity.,"Payment of ₹1,525.54 failed during the payment flow.",network_error,retry,approved,recovered,1525.54,1
CASE_00799,payment_failure,278.05,Returning customer with historical transaction activity.,Payment of ₹278.05 failed during the payment flow.,mandate_failure,mandate_retry,approved,recovered,278.05,3
CASE_00800,payment_failure,919.64,Returning customer with historical transaction activity.,Payment of ₹919.64 failed during the payment flow.,mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_00801,payment_failure,739.53,Returning customer with historical transaction activity.,Payment of ₹739.53 failed during the payment flow.,expired_card,payment_method_update,approved,failed,0.0,0
CASE_00802,payment_failure,4647.17,Returning customer with historical transaction activity.,"Payment of ₹4,647.17 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,4647.17,1
CASE_00803,payment_failure,595.94,Returning customer with historical transaction activity.,Payment of ₹595.94 failed during the payment flow.,insufficient_funds,delayed_retry,approved,recovered,595.94,2
CASE_00804,payment_failure,4752.58,Returning customer with historical transaction activity.,"Payment of ₹4,752.58 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,4752.58,3
CASE_00805,payment_failure,3256.92,Returning customer with historical transaction activity.,"Payment of ₹3,256.92 failed during the payment flow.",network_error,retry,approved,recovered,3256.92,2
CASE_00806,payment_failure,268.09,Returning customer with historical transaction activity.,Payment of ₹268.09 failed during the payment flow.,network_error,retry,approved,partial,156.41,5
CASE_00807,payment_failure,6204.25,Returning customer with historical transaction activity.,"Payment of ₹6,204.25 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,6204.25,3
CASE_00808,payment_failure,481.4,Returning customer with historical transaction activity.,Payment of ₹481.40 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,481.4,1
CASE_00809,payment_failure,305.44,Returning customer with historical transaction activity.,Payment of ₹305.44 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,305.44,3
CASE_00810,payment_failure,5878.89,Returning customer with historical transaction activity.,"Payment of ₹5,878.89 failed during the payment flow.",network_error,retry,approved,failed,0.0,0
CASE_00811,payment_failure,6855.8,Returning customer with historical transaction activity.,"Payment of ₹6,855.80 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,6855.8,3
CASE_00812,payment_failure,5604.16,Returning customer with historical transaction activity.,"Payment of ₹5,604.16 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,5604.16,3
CASE_00813,payment_failure,5407.45,Returning customer with historical transaction activity.,"Payment of ₹5,407.45 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,5407.45,2
CASE_00814,payment_failure,5026.48,Returning customer with historical transaction activity.,"Payment of ₹5,026.48 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_00815,payment_failure,9302.64,Returning customer with historical transaction activity.,"Payment of ₹9,302.64 failed during the payment flow.",network_error,retry,approved,recovered,9302.64,3
CASE_00816,payment_failure,9774.91,Returning customer with historical transaction activity.,"Payment of ₹9,774.91 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_00817,payment_failure,2477.55,Returning customer with historical transaction activity.,"Payment of ₹2,477.55 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,2477.55,3
CASE_00818,payment_failure,3839.58,Returning customer with historical transaction activity.,"Payment of ₹3,839.58 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,3839.58,2
CASE_00819,payment_failure,12401.86,Returning customer with historical transaction activity.,"Payment of ₹12,401.86 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,12401.86,1
CASE_00820,payment_failure,1465.78,Returning customer with historical transaction activity.,"Payment of ₹1,465.78 failed during the payment flow.",bank_timeout,delayed_retry,approved,failed,0.0,0
CASE_00821,payment_failure,512.11,Returning customer with historical transaction activity.,Payment of ₹512.11 failed during the payment flow.,network_error,retry,approved,recovered,512.11,1
CASE_00822,payment_failure,443.22,Returning customer with historical transaction activity.,Payment of ₹443.22 failed during the payment flow.,expired_card,payment_method_update,approved,partial,132.45,6
CASE_00823,payment_failure,2035.99,Returning customer with historical transaction activity.,"Payment of ₹2,035.99 failed during the payment flow.",mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_00824,payment_failure,9782.38,Returning customer with historical transaction activity.,"Payment of ₹9,782.38 failed during the payment flow.",network_error,retry,approved,partial,3957.1,4
CASE_00825,payment_failure,1257.45,Returning customer with historical transaction activity.,"Payment of ₹1,257.45 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,1257.45,1
CASE_00826,payment_failure,489.7,Returning customer with historical transaction activity.,Payment of ₹489.70 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,489.7,1
CASE_00827,payment_failure,7972.15,Returning customer with historical transaction activity.,"Payment of ₹7,972.15 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,7972.15,3
CASE_00828,payment_failure,2676.75,Returning customer with historical transaction activity.,"Payment of ₹2,676.75 failed during the payment flow.",network_error,retry,approved,recovered,2676.75,3
CASE_00829,payment_failure,1386.1,Returning customer with historical transaction activity.,"Payment of ₹1,386.10 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,1386.1,3
CASE_00830,payment_failure,7785.4,Returning customer with historical transaction activity.,"Payment of ₹7,785.40 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,7785.4,2
CASE_00831,payment_failure,5013.2,Returning customer with historical transaction activity.,"Payment of ₹5,013.20 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,5013.2,2
CASE_00832,payment_failure,930.43,Returning customer with historical transaction activity.,Payment of ₹930.43 failed during the payment flow.,expired_card,payment_method_update,approved,recovered,930.43,2
CASE_00833,payment_failure,7968.83,Returning customer with historical transaction activity.,"Payment of ₹7,968.83 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,7968.83,3
CASE_00834,payment_failure,7442.61,Returning customer with historical transaction activity.,"Payment of ₹7,442.61 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,7442.61,3
CASE_00835,payment_failure,8055.98,Returning customer with historical transaction activity.,"Payment of ₹8,055.98 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,8055.98,2
CASE_00836,payment_failure,7400.28,Returning customer with historical transaction activity.,"Payment of ₹7,400.28 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,7400.28,2
CASE_00837,payment_failure,6576.09,Returning customer with historical transaction activity.,"Payment of ₹6,576.09 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,6576.09,1
CASE_00838,payment_failure,25074.3,Returning customer with historical transaction activity.,"Payment of ₹25,074.30 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,25074.3,1
CASE_00839,payment_failure,2181.24,Returning customer with historical transaction activity.,"Payment of ₹2,181.24 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,2181.24,2
CASE_00840,payment_failure,1489.85,Returning customer with historical transaction activity.,"Payment of ₹1,489.85 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,1489.85,1
CASE_00841,payment_failure,7452.57,Returning customer with historical transaction activity.,"Payment of ₹7,452.57 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,7452.57,1
CASE_00842,payment_failure,2287.48,Returning customer with historical transaction activity.,"Payment of ₹2,287.48 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,2287.48,2
CASE_00843,payment_failure,494.68,Returning customer with historical transaction activity.,Payment of ₹494.68 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,494.68,2
CASE_00844,payment_failure,6431.67,Returning customer with historical transaction activity.,"Payment of ₹6,431.67 failed during the payment flow.",network_error,retry,approved,recovered,6431.67,2
CASE_00845,payment_failure,5673.88,Returning customer with historical transaction activity.,"Payment of ₹5,673.88 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_00846,payment_failure,4425.56,Returning customer with historical transaction activity.,"Payment of ₹4,425.56 failed during the payment flow.",network_error,retry,approved,recovered,4425.56,1
CASE_00847,payment_failure,5888.02,Returning customer with historical transaction activity.,"Payment of ₹5,888.02 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,5888.02,2
CASE_00848,payment_failure,13626.11,Returning customer with historical transaction activity.,"Payment of ₹13,626.11 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,13626.11,2
CASE_00849,payment_failure,10348.44,Returning customer with historical transaction activity.,"Payment of ₹10,348.44 failed during the payment flow.",bank_timeout,delayed_retry,approved,partial,4848.15,3
CASE_00850,payment_failure,8505.01,Returning customer with historical transaction activity.,"Payment of ₹8,505.01 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,8505.01,3
CASE_00851,payment_failure,1772.88,Returning customer with historical transaction activity.,"Payment of ₹1,772.88 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,1772.88,1
CASE_00852,payment_failure,1615.18,Returning customer with historical transaction activity.,"Payment of ₹1,615.18 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,1615.18,3
CASE_00853,payment_failure,711.31,Returning customer with historical transaction activity.,Payment of ₹711.31 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,711.31,1
CASE_00854,payment_failure,745.34,Returning customer with historical transaction activity.,Payment of ₹745.34 failed during the payment flow.,insufficient_funds,delayed_retry,approved,recovered,745.34,1
CASE_00855,payment_failure,22655.68,Returning customer with historical transaction activity.,"Payment of ₹22,655.68 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,22655.68,1
CASE_00856,payment_failure,3520.86,Returning customer with historical transaction activity.,"Payment of ₹3,520.86 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,3520.86,3
CASE_00857,payment_failure,7249.22,Returning customer with historical transaction activity.,"Payment of ₹7,249.22 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,7249.22,3
CASE_00858,payment_failure,813.4,Returning customer with historical transaction activity.,Payment of ₹813.40 failed during the payment flow.,mandate_failure,mandate_retry,approved,partial,276.9,2
CASE_00859,payment_failure,448.2,Returning customer with historical transaction activity.,Payment of ₹448.20 failed during the payment flow.,mandate_failure,mandate_retry,approved,recovered,448.2,2
CASE_00860,payment_failure,1769.56,Returning customer with historical transaction activity.,"Payment of ₹1,769.56 failed during the payment flow.",bank_timeout,delayed_retry,approved,failed,0.0,0
CASE_00861,payment_failure,6049.04,Returning customer with historical transaction activity.,"Payment of ₹6,049.04 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,6049.04,1
CASE_00862,payment_failure,17842.51,Returning customer with historical transaction activity.,"Payment of ₹17,842.51 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,17842.51,2
CASE_00863,payment_failure,17249.89,Returning customer with historical transaction activity.,"Payment of ₹17,249.89 failed during the payment flow.",network_error,retry,approved,partial,5865.88,2
CASE_00864,payment_failure,13121.47,Returning customer with historical transaction activity.,"Payment of ₹13,121.47 failed during the payment flow.",network_error,retry,approved,recovered,13121.47,2
CASE_00865,payment_failure,5301.21,Returning customer with historical transaction activity.,"Payment of ₹5,301.21 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,5301.21,3
CASE_00866,payment_failure,13351.38,Returning customer with historical transaction activity.,"Payment of ₹13,351.38 failed during the payment flow.",mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_00867,payment_failure,22463.95,Returning customer with historical transaction activity.,"Payment of ₹22,463.95 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,22463.95,2
CASE_00868,payment_failure,1215.95,Returning customer with historical transaction activity.,"Payment of ₹1,215.95 failed during the payment flow.",bank_timeout,delayed_retry,approved,partial,752.86,2
CASE_00869,payment_failure,1051.61,Returning customer with historical transaction activity.,"Payment of ₹1,051.61 failed during the payment flow.",network_error,retry,approved,recovered,1051.61,3
CASE_00870,payment_failure,9252.84,Returning customer with historical transaction activity.,"Payment of ₹9,252.84 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,9252.84,1
CASE_00871,payment_failure,6129.55,Returning customer with historical transaction activity.,"Payment of ₹6,129.55 failed during the payment flow.",network_error,retry,approved,recovered,6129.55,2
CASE_00872,payment_failure,3237.0,Returning customer with historical transaction activity.,"Payment of ₹3,237.00 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,3237.0,2
CASE_00873,payment_failure,2513.24,Returning customer with historical transaction activity.,"Payment of ₹2,513.24 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,2513.24,1
CASE_00874,payment_failure,365.2,Returning customer with historical transaction activity.,Payment of ₹365.20 failed during the payment flow.,network_error,retry,approved,recovered,365.2,1
CASE_00875,payment_failure,661.51,Returning customer with historical transaction activity.,Payment of ₹661.51 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,661.51,2
CASE_00876,payment_failure,16717.03,Returning customer with historical transaction activity.,"Payment of ₹16,717.03 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,16717.03,2
CASE_00877,payment_failure,623.33,Returning customer with historical transaction activity.,Payment of ₹623.33 failed during the payment flow.,network_error,retry,approved,recovered,623.33,1
CASE_00878,payment_failure,3280.99,Returning customer with historical transaction activity.,"Payment of ₹3,280.99 failed during the payment flow.",insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_00879,payment_failure,4640.53,Returning customer with historical transaction activity.,"Payment of ₹4,640.53 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,4640.53,2
CASE_00880,payment_failure,3407.98,Returning customer with historical transaction activity.,"Payment of ₹3,407.98 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,3407.98,3
CASE_00881,payment_failure,2926.58,Returning customer with historical transaction activity.,"Payment of ₹2,926.58 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_00882,payment_failure,6988.6,Returning customer with historical transaction activity.,"Payment of ₹6,988.60 failed during the payment flow.",insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_00883,payment_failure,595.94,Returning customer with historical transaction activity.,Payment of ₹595.94 failed during the payment flow.,expired_card,payment_method_update,approved,recovered,595.94,3
CASE_00884,payment_failure,523.73,Returning customer with historical transaction activity.,Payment of ₹523.73 failed during the payment flow.,insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_00885,payment_failure,1136.27,Returning customer with historical transaction activity.,"Payment of ₹1,136.27 failed during the payment flow.",insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_00886,payment_failure,4683.69,Returning customer with historical transaction activity.,"Payment of ₹4,683.69 failed during the payment flow.",network_error,retry,approved,recovered,4683.69,3
CASE_00887,payment_failure,6034.93,Returning customer with historical transaction activity.,"Payment of ₹6,034.93 failed during the payment flow.",network_error,retry,approved,recovered,6034.93,2
CASE_00888,payment_failure,7209.38,Returning customer with historical transaction activity.,"Payment of ₹7,209.38 failed during the payment flow.",network_error,retry,approved,recovered,7209.38,2
CASE_00889,payment_failure,104.58,Returning customer with historical transaction activity.,Payment of ₹104.58 failed during the payment flow.,network_error,retry,approved,recovered,104.58,2
CASE_00890,payment_failure,9747.52,Returning customer with historical transaction activity.,"Payment of ₹9,747.52 failed during the payment flow.",mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_00891,payment_failure,6591.03,Returning customer with historical transaction activity.,"Payment of ₹6,591.03 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,6591.03,1
CASE_00892,payment_failure,5677.2,Returning customer with historical transaction activity.,"Payment of ₹5,677.20 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,5677.2,3
CASE_00893,payment_failure,7442.61,Returning customer with historical transaction activity.,"Payment of ₹7,442.61 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,7442.61,1
CASE_00894,payment_failure,142.76,Returning customer with historical transaction activity.,Payment of ₹142.76 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,142.76,3
CASE_00895,payment_failure,2513.24,Returning customer with historical transaction activity.,"Payment of ₹2,513.24 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,2513.24,1
CASE_00896,payment_failure,2227.72,Returning customer with historical transaction activity.,"Payment of ₹2,227.72 failed during the payment flow.",expired_card,payment_method_update,approved,partial,781.36,2
CASE_00897,payment_failure,6337.88,Returning customer with historical transaction activity.,"Payment of ₹6,337.88 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_00898,payment_failure,7939.78,Returning customer with historical transaction activity.,"Payment of ₹7,939.78 failed during the payment flow.",expired_card,payment_method_update,approved,partial,2919.91,2
CASE_00899,payment_failure,3759.07,Returning customer with historical transaction activity.,"Payment of ₹3,759.07 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,3759.07,1
CASE_00900,payment_failure,1996.98,Returning customer with historical transaction activity.,"Payment of ₹1,996.98 failed during the payment flow.",network_error,retry,approved,recovered,1996.98,1
CASE_00901,payment_failure,4182.37,Returning customer with historical transaction activity.,"Payment of ₹4,182.37 failed during the payment flow.",insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_00902,payment_failure,116.2,Returning customer with historical transaction activity.,Payment of ₹116.20 failed during the payment flow.,expired_card,payment_method_update,approved,failed,0.0,0
CASE_00903,payment_failure,333.66,Returning customer with historical transaction activity.,Payment of ₹333.66 failed during the payment flow.,network_error,retry,approved,recovered,333.66,3
CASE_00904,payment_failure,3825.47,Returning customer with historical transaction activity.,"Payment of ₹3,825.47 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,3825.47,2
CASE_00905,payment_failure,1372.82,Returning customer with historical transaction activity.,"Payment of ₹1,372.82 failed during the payment flow.",network_error,retry,approved,recovered,1372.82,3
CASE_00906,payment_failure,6932.99,Returning customer with historical transaction activity.,"Payment of ₹6,932.99 failed during the payment flow.",mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_00907,payment_failure,5919.56,Returning customer with historical transaction activity.,"Payment of ₹5,919.56 failed during the payment flow.",bank_timeout,delayed_retry,approved,partial,3236.39,5
CASE_00908,payment_failure,3576.47,Returning customer with historical transaction activity.,"Payment of ₹3,576.47 failed during the payment flow.",mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_00909,payment_failure,8260.99,Returning customer with historical transaction activity.,"Payment of ₹8,260.99 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,8260.99,3
CASE_00910,payment_failure,2074.17,Returning customer with historical transaction activity.,"Payment of ₹2,074.17 failed during the payment flow.",insufficient_funds,delayed_retry,approved,failed,0.0,0
