event_id,event_type,timestamp,invoice_id,customer_id,amount_at_risk,currency,invoice_date,due_date,days_overdue,payment_status,payment_received,previous_invoice_count,previous_late_payment_count,reminder_count
INV_EVT_00187,overdue_invoice,2026-08-29,INV_000187,B2B_0027,111783.23,INR,2026-07-07,2026-08-06,23,overdue,False,8,0,0
INV_EVT_00188,overdue_invoice,2026-08-29,INV_000188,B2B_0010,93051.72,INR,2026-06-29,2026-07-14,46,overdue,False,9,0,3
INV_EVT_00189,overdue_invoice,2026-08-29,INV_000189,B2B_0279,16517.73,INR,2026-06-22,2026-07-22,38,overdue,False,8,2,1
INV_EVT_00190,overdue_invoice,2026-08-29,INV_000190,B2B_0224,180944.68,INR,2026-04-19,2026-05-19,102,overdue,False,13,2,2
INV_EVT_00191,overdue_invoice,2026-08-29,INV_000191,B2B_0010,98865.01,INR,2026-06-01,2026-07-01,59,overdue,False,9,0,1
INV_EVT_00192,overdue_invoice,2026-08-29,INV_000192,B2B_0170,51639.07,INR,2026-04-24,2026-05-24,97,overdue,False,3,0,2
INV_EVT_00193,overdue_invoice,2026-08-29,INV_000193,B2B_0130,195525.65,INR,2026-04-20,2026-05-20,101,overdue,False,13,4,0
INV_EVT_00194,overdue_invoice,2026-08-29,INV_000194,B2B_0066,18804.1,INR,2026-06-17,2026-07-17,43,overdue,False,9,2,2
INV_EVT_00195,overdue_invoice,2026-08-29,INV_000195,B2B_0202,49820.65,INR,2026-07-02,2026-08-01,28,overdue,False,13,0,2
INV_EVT_00196,overdue_invoice,2026-08-29,INV_000196,B2B_0005,152127.41,INR,2026-06-12,2026-07-12,48,overdue,False,4,2,1
INV_EVT_00197,overdue_invoice,2026-08-29,INV_000197,B2B_0181,101319.78,INR,2026-05-09,2026-05-24,97,overdue,False,7,0,1
INV_EVT_00198,overdue_invoice,2026-08-29,INV_000198,B2B_0141,62660.92,INR,2026-04-28,2026-05-28,93,overdue,False,12,1,2
INV_EVT_00199,overdue_invoice,2026-08-29,INV_000199,B2B_0054,66318.38,INR,2026-04-24,2026-05-24,97,overdue,False,14,3,1
INV_EVT_00200,overdue_invoice,2026-08-29,INV_000200,B2B_0044,62218.57,INR,2026-05-31,2026-06-30,60,overdue,False,3,0,2
INV_EVT_00201,overdue_invoice,2026-08-29,INV_000201,B2B_0232,150096.86,INR,2026-06-04,2026-07-04,56,overdue,False,5,0,1
INV_EVT_00202,overdue_invoice,2026-08-29,INV_000202,B2B_0047,58794.24,INR,2026-05-05,2026-06-04,86,overdue,False,7,0,2
INV_EVT_00203,overdue_invoice,2026-08-29,INV_000203,B2B_0289,129001.97,INR,2026-05-04,2026-06-03,87,overdue,False,11,4,0
INV_EVT_00204,overdue_invoice,2026-08-29,INV_000204,B2B_0070,14123.34,INR,2026-04-12,2026-05-27,94,overdue,False,5,4,1
INV_EVT_00205,overdue_invoice,2026-08-29,INV_000205,B2B_0138,200542.01,INR,2026-05-02,2026-05-17,104,overdue,False,13,3,1
INV_EVT_00206,overdue_invoice,2026-08-29,INV_000206,B2B_0253,528864.47,INR,2026-04-21,2026-06-05,85,overdue,False,10,3,0
INV_EVT_00207,overdue_invoice,2026-08-29,INV_000207,B2B_0220,111855.09,INR,2026-05-27,2026-07-11,49,overdue,False,9,2,2
INV_EVT_00208,overdue_invoice,2026-08-29,INV_000208,B2B_0111,69984.15,INR,2026-05-16,2026-06-15,75,overdue,False,9,0,0
INV_EVT_00209,overdue_invoice,2026-08-29,INV_000209,B2B_0033,48882.94,INR,2026-06-24,2026-07-09,51,overdue,False,14,2,1
INV_EVT_00210,overdue_invoice,2026-08-29,INV_000210,B2B_0020,131276.08,INR,2026-04-26,2026-06-10,80,overdue,False,8,2,0
INV_EVT_00211,overdue_invoice,2026-08-29,INV_000211,B2B_0053,44582.84,INR,2026-05-10,2026-06-09,81,overdue,False,5,1,2
INV_EVT_00212,overdue_invoice,2026-08-29,INV_000212,B2B_0089,38958.66,INR,2026-06-28,2026-07-28,32,overdue,False,4,1,0
INV_EVT_00213,overdue_invoice,2026-08-29,INV_000213,B2B_0251,13658.54,INR,2026-06-03,2026-06-18,72,overdue,False,7,1,3
INV_EVT_00214,overdue_invoice,2026-08-29,INV_000214,B2B_0163,91065.1,INR,2026-04-20,2026-05-20,101,overdue,False,7,1,1
INV_EVT_00215,overdue_invoice,2026-08-29,INV_000215,B2B_0005,59431.68,INR,2026-05-05,2026-05-20,101,overdue,False,4,2,1
INV_EVT_00216,overdue_invoice,2026-08-29,INV_000216,B2B_0249,62098.02,INR,2026-06-21,2026-07-21,39,overdue,False,5,2,2
INV_EVT_00217,overdue_invoice,2026-08-29,INV_000217,B2B_0270,74861.55,INR,2026-04-21,2026-05-06,115,overdue,False,14,2,0
INV_EVT_00218,overdue_invoice,2026-08-29,INV_000218,B2B_0047,42563.36,INR,2026-06-03,2026-07-03,57,overdue,False,7,0,1
INV_EVT_00219,overdue_invoice,2026-08-29,INV_000219,B2B_0023,87127.22,INR,2026-05-11,2026-06-10,80,overdue,False,3,0,1
INV_EVT_00220,overdue_invoice,2026-08-29,INV_000220,B2B_0238,31612.43,INR,2026-05-15,2026-05-30,91,overdue,False,8,0,1
INV_EVT_00221,overdue_invoice,2026-08-29,INV_000221,B2B_0300,68386.55,INR,2026-06-29,2026-07-29,31,overdue,False,9,3,3
INV_EVT_00222,overdue_invoice,2026-08-29,INV_000222,B2B_0249,59880.7,INR,2026-06-13,2026-06-28,62,overdue,False,5,2,3
INV_EVT_00223,overdue_invoice,2026-08-29,INV_000223,B2B_0126,19122.23,INR,2026-04-13,2026-04-28,123,overdue,False,5,3,1
INV_EVT_00224,overdue_invoice,2026-08-29,INV_000224,B2B_0286,28443.27,INR,2026-04-22,2026-05-22,99,overdue,False,3,0,2
INV_EVT_00225,overdue_invoice,2026-08-29,INV_000225,B2B_0075,46688.36,INR,2026-07-07,2026-07-22,38,overdue,False,12,1,2
INV_EVT_00226,overdue_invoice,2026-08-29,INV_000226,B2B_0094,47825.16,INR,2026-05-16,2026-06-15,75,overdue,False,3,0,2
INV_EVT_00227,overdue_invoice,2026-08-29,INV_000227,B2B_0039,92281.82,INR,2026-04-29,2026-05-29,92,overdue,False,3,1,2
INV_EVT_00228,overdue_invoice,2026-08-29,INV_000228,B2B_0065,54244.06,INR,2026-04-09,2026-05-09,112,overdue,False,13,1,0
INV_EVT_00229,overdue_invoice,2026-08-29,INV_000229,B2B_0278,71992.25,INR,2026-05-23,2026-06-22,68,overdue,False,3,1,2
INV_EVT_00230,overdue_invoice,2026-08-29,INV_000230,B2B_0171,54078.59,INR,2026-06-18,2026-08-02,27,overdue,False,14,0,0
INV_EVT_00231,overdue_invoice,2026-08-29,INV_000231,B2B_0106,10000.0,INR,2026-04-20,2026-06-04,86,overdue,False,14,5,1
INV_EVT_00232,overdue_invoice,2026-08-29,INV_000232,B2B_0061,67949.94,INR,2026-05-05,2026-05-20,101,overdue,False,3,0,1
INV_EVT_00233,overdue_invoice,2026-08-29,INV_000233,B2B_0082,38235.03,INR,2026-04-11,2026-05-11,110,overdue,False,12,5,1
INV_EVT_00234,overdue_invoice,2026-08-29,INV_000234,B2B_0064,65997.16,INR,2026-07-01,2026-07-16,44,overdue,False,4,0,2
INV_EVT_00235,overdue_invoice,2026-08-29,INV_000235,B2B_0239,40634.82,INR,2026-05-31,2026-06-30,60,overdue,False,12,3,3
INV_EVT_00236,overdue_invoice,2026-08-29,INV_000236,B2B_0299,126726.27,INR,2026-06-29,2026-07-29,31,overdue,False,10,1,3
INV_EVT_00237,overdue_invoice,2026-08-29,INV_000237,B2B_0276,72295.16,INR,2026-07-10,2026-07-25,35,overdue,False,12,4,1
INV_EVT_00238,overdue_invoice,2026-08-29,INV_000238,B2B_0153,132172.13,INR,2026-05-24,2026-07-08,52,overdue,False,5,1,1
INV_EVT_00239,overdue_invoice,2026-08-29,INV_000239,B2B_0091,140134.35,INR,2026-05-06,2026-06-05,85,overdue,False,7,3,2
INV_EVT_00240,overdue_invoice,2026-08-29,INV_000240,B2B_0168,47663.93,INR,2026-04-14,2026-05-14,107,overdue,False,3,0,2
INV_EVT_00241,overdue_invoice,2026-08-29,INV_000241,B2B_0107,143984.65,INR,2026-05-30,2026-06-29,61,overdue,False,12,0,2
INV_EVT_00242,overdue_invoice,2026-08-29,INV_000242,B2B_0194,90060.04,INR,2026-05-29,2026-06-28,62,overdue,False,5,0,1
INV_EVT_00243,overdue_invoice,2026-08-29,INV_000243,B2B_0123,32173.05,INR,2026-05-21,2026-07-05,55,overdue,False,6,1,2
INV_EVT_00244,overdue_invoice,2026-08-29,INV_000244,B2B_0194,68354.62,INR,2026-05-20,2026-06-04,86,overdue,False,5,0,3
INV_EVT_00245,overdue_invoice,2026-08-29,INV_000245,B2B_0025,80861.97,INR,2026-06-15,2026-06-30,60,overdue,False,13,0,0
INV_EVT_00246,overdue_invoice,2026-08-29,INV_000246,B2B_0124,207145.67,INR,2026-04-09,2026-04-24,127,overdue,False,6,0,3
INV_EVT_00247,overdue_invoice,2026-08-29,INV_000247,B2B_0010,56748.82,INR,2026-04-22,2026-05-22,99,overdue,False,9,0,1
INV_EVT_00248,overdue_invoice,2026-08-29,INV_000248,B2B_0094,263533.29,INR,2026-06-26,2026-07-26,34,overdue,False,3,0,2
INV_EVT_00249,overdue_invoice,2026-08-29,INV_000249,B2B_0064,138849.61,INR,2026-04-07,2026-04-22,129,overdue,False,4,0,3
INV_EVT_00250,overdue_invoice,2026-08-29,INV_000250,B2B_0068,13819.52,INR,2026-04-20,2026-05-05,116,overdue,False,3,0,3
INV_EVT_00251,overdue_invoice,2026-08-29,INV_000251,B2B_0129,32754.07,INR,2026-05-11,2026-06-10,80,overdue,False,7,2,0
INV_EVT_00252,overdue_invoice,2026-08-29,INV_000252,B2B_0181,119908.2,INR,2026-04-28,2026-06-12,78,overdue,False,7,0,3
INV_EVT_00253,overdue_invoice,2026-08-29,INV_000253,B2B_0095,23411.35,INR,2026-05-04,2026-05-19,102,overdue,False,9,1,1
INV_EVT_00254,overdue_invoice,2026-08-29,INV_000254,B2B_0249,109775.15,INR,2026-05-09,2026-06-08,82,overdue,False,5,2,0
INV_EVT_00255,overdue_invoice,2026-08-29,INV_000255,B2B_0230,226689.35,INR,2026-05-21,2026-07-05,55,overdue,False,11,1,0
INV_EVT_00256,overdue_invoice,2026-08-29,INV_000256,B2B_0267,60519.1,INR,2026-06-08,2026-07-23,37,overdue,False,13,2,2
INV_EVT_00257,overdue_invoice,2026-08-29,INV_000257,B2B_0230,231283.04,INR,2026-07-09,2026-08-08,21,overdue,False,11,1,0
INV_EVT_00258,overdue_invoice,2026-08-29,INV_000258,B2B_0129,216293.39,INR,2026-04-18,2026-05-18,103,overdue,False,7,2,0
INV_EVT_00259,overdue_invoice,2026-08-29,INV_000259,B2B_0273,71694.52,INR,2026-06-05,2026-07-05,55,overdue,False,7,2,3
INV_EVT_00260,overdue_invoice,2026-08-29,INV_000260,B2B_0108,73024.9,INR,2026-04-07,2026-05-07,114,overdue,False,5,2,0
INV_EVT_00261,overdue_invoice,2026-08-29,INV_000261,B2B_0180,86702.17,INR,2026-04-10,2026-04-25,126,overdue,False,5,1,3
INV_EVT_00262,overdue_invoice,2026-08-29,INV_000262,B2B_0173,107061.54,INR,2026-06-07,2026-06-22,68,overdue,False,11,0,2
INV_EVT_00263,overdue_invoice,2026-08-29,INV_000263,B2B_0099,21574.7,INR,2026-04-24,2026-05-24,97,overdue,False,7,0,0
INV_EVT_00264,overdue_invoice,2026-08-29,INV_000264,B2B_0076,66790.09,INR,2026-06-04,2026-07-19,41,overdue,False,10,1,3
INV_EVT_00265,overdue_invoice,2026-08-29,INV_000265,B2B_0277,19665.87,INR,2026-05-29,2026-07-13,47,overdue,False,3,1,0
INV_EVT_00266,overdue_invoice,2026-08-29,INV_000266,B2B_0274,56904.9,INR,2026-05-01,2026-05-31,90,overdue,False,6,1,0
INV_EVT_00267,overdue_invoice,2026-08-29,INV_000267,B2B_0011,62926.28,INR,2026-04-11,2026-05-11,110,overdue,False,14,1,3
INV_EVT_00268,overdue_invoice,2026-08-29,INV_000268,B2B_0214,17523.53,INR,2026-05-23,2026-07-07,53,overdue,False,11,7,1
INV_EVT_00269,overdue_invoice,2026-08-29,INV_000269,B2B_0273,27293.77,INR,2026-04-19,2026-06-03,87,overdue,False,7,2,2
INV_EVT_00270,overdue_invoice,2026-08-29,INV_000270,B2B_0203,54544.46,INR,2026-06-26,2026-07-26,34,overdue,False,12,0,2
INV_EVT_00271,overdue_invoice,2026-08-29,INV_000271,B2B_0288,422320.37,INR,2026-06-11,2026-07-11,49,overdue,False,9,1,2
INV_EVT_00272,overdue_invoice,2026-08-29,INV_000272,B2B_0137,24732.02,INR,2026-04-15,2026-05-15,106,overdue,False,7,2,1
INV_EVT_00273,overdue_invoice,2026-08-29,INV_000273,B2B_0088,82858.14,INR,2026-04-09,2026-05-09,112,overdue,False,6,0,1
INV_EVT_00274,overdue_invoice,2026-08-29,INV_000274,B2B_0257,36695.29,INR,2026-05-08,2026-05-23,98,overdue,False,3,0,1
INV_EVT_00275,overdue_invoice,2026-08-29,INV_000275,B2B_0173,55559.47,INR,2026-06-21,2026-07-06,54,overdue,False,11,0,2
INV_EVT_00276,overdue_invoice,2026-08-29,INV_000276,B2B_0132,164947.72,INR,2026-06-01,2026-07-01,59,overdue,False,11,5,2
INV_EVT_00277,overdue_invoice,2026-08-29,INV_000277,B2B_0151,96146.0,INR,2026-05-23,2026-06-22,68,overdue,False,14,4,2
INV_EVT_00278,overdue_invoice,2026-08-29,INV_000278,B2B_0157,105436.72,INR,2026-06-04,2026-07-04,56,overdue,False,9,1,2
INV_EVT_00279,overdue_invoice,2026-08-29,INV_000279,B2B_0229,110885.16,INR,2026-05-20,2026-06-19,71,overdue,False,4,2,3
INV_EVT_00280,overdue_invoice,2026-08-29,INV_000280,B2B_0078,118853.04,INR,2026-05-12,2026-06-11,79,overdue,False,4,1,1
INV_EVT_00281,overdue_invoice,2026-08-29,INV_000281,B2B_0242,13306.26,INR,2026-06-30,2026-08-14,15,overdue,False,9,2,0
INV_EVT_00282,overdue_invoice,2026-08-29,INV_000282,B2B_0249,102138.03,INR,2026-06-15,2026-06-30,60,overdue,False,5,2,3
INV_EVT_00283,overdue_invoice,2026-08-29,INV_000283,B2B_0078,70064.77,INR,2026-04-28,2026-05-28,93,overdue,False,4,1,2
INV_EVT_00284,overdue_invoice,2026-08-29,INV_000284,B2B_0260,103074.19,INR,2026-05-13,2026-06-27,63,overdue,False,9,1,2
INV_EVT_00285,overdue_invoice,2026-08-29,INV_000285,B2B_0036,146436.17,INR,2026-07-07,2026-08-06,23,overdue,False,10,3,0
INV_EVT_00286,overdue_invoice,2026-08-29,INV_000286,B2B_0106,104586.91,INR,2026-07-05,2026-07-20,40,overdue,False,14,5,2
INV_EVT_00287,overdue_invoice,2026-08-29,INV_000287,B2B_0239,130296.09,INR,2026-05-23,2026-07-07,53,overdue,False,12,3,2
INV_EVT_00288,overdue_invoice,2026-08-29,INV_000288,B2B_0218,29380.22,INR,2026-06-06,2026-07-21,39,overdue,False,9,1,2
INV_EVT_00289,overdue_invoice,2026-08-29,INV_000289,B2B_0133,107311.26,INR,2026-06-13,2026-06-28,62,overdue,False,7,2,2
INV_EVT_00290,overdue_invoice,2026-08-29,INV_000290,B2B_0192,68722.22,INR,2026-04-24,2026-06-08,82,overdue,False,12,1,1
INV_EVT_00291,overdue_invoice,2026-08-29,INV_000291,B2B_0107,69985.89,INR,2026-05-07,2026-06-06,84,overdue,False,12,0,1
INV_EVT_00292,overdue_invoice,2026-08-29,INV_000292,B2B_0235,212214.15,INR,2026-07-03,2026-08-17,12,overdue,False,3,1,2
INV_EVT_00293,overdue_invoice,2026-08-29,INV_000293,B2B_0288,50731.72,INR,2026-07-14,2026-08-28,1,overdue,False,9,1,1
INV_EVT_00294,overdue_invoice,2026-08-29,INV_000294,B2B_0190,44000.62,INR,2026-05-05,2026-06-04,86,overdue,False,7,1,3
INV_EVT_00295,overdue_invoice,2026-08-29,INV_000295,B2B_0128,26222.92,INR,2026-04-24,2026-05-24,97,overdue,False,5,0,2
INV_EVT_00296,overdue_invoice,2026-08-29,INV_000296,B2B_0013,59205.07,INR,2026-05-04,2026-06-03,87,overdue,False,14,6,0
INV_EVT_00297,overdue_invoice,2026-08-29,INV_000297,B2B_0217,176626.46,INR,2026-05-01,2026-05-31,90,overdue,False,8,3,0
INV_EVT_00298,overdue_invoice,2026-08-29,INV_000298,B2B_0270,19752.03,INR,2026-05-01,2026-05-31,90,overdue,False,14,2,3
INV_EVT_00299,overdue_invoice,2026-08-29,INV_000299,B2B_0199,91694.51,INR,2026-05-26,2026-06-25,65,overdue,False,4,0,0
INV_EVT_00300,overdue_invoice,2026-08-29,INV_000300,B2B_0083,10000.0,INR,2026-07-14,2026-07-29,31,overdue,False,10,0,3
INV_EVT_00301,overdue_invoice,2026-08-29,INV_000301,B2B_0275,43175.84,INR,2026-06-11,2026-06-26,64,overdue,False,12,3,2
INV_EVT_00302,overdue_invoice,2026-08-29,INV_000302,B2B_0041,106429.38,INR,2026-04-22,2026-06-06,84,overdue,False,11,1,3
INV_EVT_00303,overdue_invoice,2026-08-29,INV_000303,B2B_0299,48746.83,INR,2026-05-31,2026-06-30,60,overdue,False,10,1,1
INV_EVT_00304,overdue_invoice,2026-08-29,INV_000304,B2B_0126,28670.24,INR,2026-06-20,2026-07-20,40,overdue,False,5,3,0
INV_EVT_00305,overdue_invoice,2026-08-29,INV_000305,B2B_0158,55862.93,INR,2026-05-11,2026-05-26,95,overdue,False,12,2,1
INV_EVT_00306,overdue_invoice,2026-08-29,INV_000306,B2B_0089,165467.53,INR,2026-06-29,2026-07-29,31,overdue,False,4,1,2
INV_EVT_00307,overdue_invoice,2026-08-29,INV_000307,B2B_0046,247407.34,INR,2026-07-02,2026-08-01,28,overdue,False,10,0,0
INV_EVT_00308,overdue_invoice,2026-08-29,INV_000308,B2B_0013,251453.12,INR,2026-07-07,2026-08-06,23,overdue,False,14,6,1
INV_EVT_00309,overdue_invoice,2026-08-29,INV_000309,B2B_0012,129453.14,INR,2026-04-17,2026-05-17,104,overdue,False,7,0,1
INV_EVT_00310,overdue_invoice,2026-08-29,INV_000310,B2B_0048,100078.17,INR,2026-05-16,2026-06-15,75,overdue,False,3,0,3
INV_EVT_00311,overdue_invoice,2026-08-29,INV_000311,B2B_0217,165035.2,INR,2026-06-24,2026-07-24,36,overdue,False,8,3,1
INV_EVT_00312,overdue_invoice,2026-08-29,INV_000312,B2B_0159,29736.95,INR,2026-05-03,2026-05-18,103,overdue,False,6,1,0
INV_EVT_00313,overdue_invoice,2026-08-29,INV_000313,B2B_0106,34540.27,INR,2026-07-10,2026-08-09,20,overdue,False,14,5,3
INV_EVT_00314,overdue_invoice,2026-08-29,INV_000314,B2B_0196,210762.71,INR,2026-05-12,2026-06-11,79,overdue,False,14,2,3
INV_EVT_00315,overdue_invoice,2026-08-29,INV_000315,B2B_0263,148785.66,INR,2026-05-28,2026-06-27,63,overdue,False,5,4,2
INV_EVT_00316,overdue_invoice,2026-08-29,INV_000316,B2B_0283,151041.38,INR,2026-04-12,2026-05-12,109,overdue,False,5,1,0
INV_EVT_00317,overdue_invoice,2026-08-29,INV_000317,B2B_0039,89563.58,INR,2026-05-23,2026-06-22,68,overdue,False,3,1,2
INV_EVT_00318,overdue_invoice,2026-08-29,INV_000318,B2B_0227,38764.01,INR,2026-06-07,2026-07-07,53,overdue,False,11,6,3
INV_EVT_00319,overdue_invoice,2026-08-29,INV_000319,B2B_0197,31607.88,INR,2026-05-14,2026-06-13,77,overdue,False,3,1,2
INV_EVT_00320,overdue_invoice,2026-08-29,INV_000320,B2B_0209,158844.48,INR,2026-07-07,2026-08-21,8,overdue,False,8,6,3
INV_EVT_00321,overdue_invoice,2026-08-29,INV_000321,B2B_0035,178350.27,INR,2026-05-23,2026-06-07,83,overdue,False,13,2,1
INV_EVT_00322,overdue_invoice,2026-08-29,INV_000322,B2B_0277,30603.35,INR,2026-06-17,2026-08-01,28,overdue,False,3,1,3
INV_EVT_00323,overdue_invoice,2026-08-29,INV_000323,B2B_0214,41507.61,INR,2026-06-21,2026-07-21,39,overdue,False,11,7,0
INV_EVT_00324,overdue_invoice,2026-08-29,INV_000324,B2B_0065,69073.67,INR,2026-06-27,2026-07-27,33,overdue,False,13,1,2
INV_EVT_00325,overdue_invoice,2026-08-29,INV_000325,B2B_0117,150987.7,INR,2026-05-30,2026-06-29,61,overdue,False,6,2,3
INV_EVT_00326,overdue_invoice,2026-08-29,INV_000326,B2B_0141,57114.46,INR,2026-05-03,2026-06-17,73,overdue,False,12,1,3
INV_EVT_00327,overdue_invoice,2026-08-29,INV_000327,B2B_0136,37928.66,INR,2026-06-27,2026-07-27,33,overdue,False,7,5,1
INV_EVT_00328,overdue_invoice,2026-08-29,INV_000328,B2B_0150,165376.26,INR,2026-04-27,2026-06-11,79,overdue,False,7,3,2
INV_EVT_00329,overdue_invoice,2026-08-29,INV_000329,B2B_0191,120941.51,INR,2026-05-15,2026-05-30,91,overdue,False,12,6,2
INV_EVT_00330,overdue_invoice,2026-08-29,INV_000330,B2B_0171,43038.01,INR,2026-05-28,2026-06-12,78,overdue,False,14,0,2
INV_EVT_00331,overdue_invoice,2026-08-29,INV_000331,B2B_0013,44256.61,INR,2026-04-16,2026-05-16,105,overdue,False,14,6,0
INV_EVT_00332,overdue_invoice,2026-08-29,INV_000332,B2B_0005,182266.34,INR,2026-06-20,2026-07-20,40,overdue,False,4,2,2
INV_EVT_00333,overdue_invoice,2026-08-29,INV_000333,B2B_0251,26917.81,INR,2026-07-10,2026-07-25,35,overdue,False,7,1,2
INV_EVT_00334,overdue_invoice,2026-08-29,INV_000334,B2B_0232,59334.29,INR,2026-05-31,2026-07-15,45,overdue,False,5,0,2
INV_EVT_00335,overdue_invoice,2026-08-29,INV_000335,B2B_0266,107440.18,INR,2026-07-10,2026-08-24,5,overdue,False,9,2,1
INV_EVT_00336,overdue_invoice,2026-08-29,INV_000336,B2B_0211,85541.11,INR,2026-05-08,2026-06-07,83,overdue,False,14,11,1
INV_EVT_00337,overdue_invoice,2026-08-29,INV_000337,B2B_0182,157751.33,INR,2026-07-01,2026-07-31,29,overdue,False,14,1,1
INV_EVT_00338,overdue_invoice,2026-08-29,INV_000338,B2B_0277,19080.7,INR,2026-06-30,2026-07-15,45,overdue,False,3,1,2
INV_EVT_00339,overdue_invoice,2026-08-29,INV_000339,B2B_0008,76064.01,INR,2026-04-11,2026-05-26,95,overdue,False,12,0,1
INV_EVT_00340,overdue_invoice,2026-08-29,INV_000340,B2B_0033,95432.36,INR,2026-05-24,2026-07-08,52,overdue,False,14,2,3
INV_EVT_00341,overdue_invoice,2026-08-29,INV_000341,B2B_0230,97941.02,INR,2026-05-17,2026-06-16,74,overdue,False,11,1,2
INV_EVT_00342,overdue_invoice,2026-08-29,INV_000342,B2B_0092,118987.59,INR,2026-06-23,2026-07-23,37,overdue,False,6,2,2
INV_EVT_00343,overdue_invoice,2026-08-29,INV_000343,B2B_0230,29488.32,INR,2026-05-17,2026-06-01,89,overdue,False,11,1,0
INV_EVT_00344,overdue_invoice,2026-08-29,INV_000344,B2B_0028,238317.56,INR,2026-04-28,2026-05-28,93,overdue,False,14,3,3
INV_EVT_00345,overdue_invoice,2026-08-29,INV_000345,B2B_0274,107847.96,INR,2026-05-18,2026-06-02,88,overdue,False,6,1,1
INV_EVT_00346,overdue_invoice,2026-08-29,INV_000346,B2B_0257,117447.59,INR,2026-05-23,2026-07-07,53,overdue,False,3,0,0
INV_EVT_00347,overdue_invoice,2026-08-29,INV_000347,B2B_0146,47275.66,INR,2026-06-13,2026-06-28,62,overdue,False,10,5,0
INV_EVT_00348,overdue_invoice,2026-08-29,INV_000348,B2B_0064,86668.3,INR,2026-05-27,2026-06-11,79,overdue,False,4,0,2
INV_EVT_00349,overdue_invoice,2026-08-29,INV_000349,B2B_0249,217425.63,INR,2026-06-30,2026-07-15,45,overdue,False,5,2,2
INV_EVT_00350,overdue_invoice,2026-08-29,INV_000350,B2B_0128,74094.74,INR,2026-05-24,2026-06-23,67,overdue,False,5,0,3
INV_EVT_00351,overdue_invoice,2026-08-29,INV_000351,B2B_0272,87687.03,INR,2026-06-09,2026-07-09,51,overdue,False,3,0,1
INV_EVT_00352,overdue_invoice,2026-08-29,INV_000352,B2B_0255,96627.27,INR,2026-06-11,2026-07-11,49,overdue,False,7,3,3
INV_EVT_00353,overdue_invoice,2026-08-29,INV_000353,B2B_0097,20308.51,INR,2026-06-07,2026-07-07,53,overdue,False,10,9,1
INV_EVT_00354,overdue_invoice,2026-08-29,INV_000354,B2B_0138,65329.28,INR,2026-04-19,2026-05-04,117,overdue,False,13,3,3
INV_EVT_00355,overdue_invoice,2026-08-29,INV_000355,B2B_0290,130568.93,INR,2026-04-23,2026-05-23,98,overdue,False,13,8,0
INV_EVT_00356,overdue_invoice,2026-08-29,INV_000356,B2B_0076,50736.81,INR,2026-07-15,2026-07-30,30,overdue,False,10,1,2
INV_EVT_00357,overdue_invoice,2026-08-29,INV_000357,B2B_0184,72512.05,INR,2026-05-14,2026-06-28,62,overdue,False,4,0,2
INV_EVT_00358,overdue_invoice,2026-08-29,INV_000358,B2B_0110,73060.66,INR,2026-06-19,2026-08-03,26,overdue,False,3,1,1
INV_EVT_00359,overdue_invoice,2026-08-29,INV_000359,B2B_0110,21190.07,INR,2026-06-21,2026-07-21,39,overdue,False,3,1,3
INV_EVT_00360,overdue_invoice,2026-08-29,INV_000360,B2B_0103,142727.09,INR,2026-06-15,2026-07-15,45,overdue,False,13,4,1
INV_EVT_00361,overdue_invoice,2026-08-29,INV_000361,B2B_0236,25387.4,INR,2026-06-10,2026-07-10,50,overdue,False,10,0,3
INV_EVT_00362,overdue_invoice,2026-08-29,INV_000362,B2B_0035,105174.67,INR,2026-06-28,2026-07-13,47,overdue,False,13,2,1
INV_EVT_00363,overdue_invoice,2026-08-29,INV_000363,B2B_0004,67397.7,INR,2026-05-08,2026-05-23,98,overdue,False,12,1,0
INV_EVT_00364,overdue_invoice,2026-08-29,INV_000364,B2B_0042,57087.72,INR,2026-05-06,2026-06-05,85,overdue,False,12,3,2
INV_EVT_00365,overdue_invoice,2026-08-29,INV_000365,B2B_0120,79115.81,INR,2026-04-12,2026-04-27,124,overdue,False,8,2,1
INV_EVT_00367,overdue_invoice,2026-08-29,INV_000367,B2B_0137,143775.84,INR,2026-07-08,2026-08-07,22,overdue,False,7,2,2
INV_EVT_00368,overdue_invoice,2026-08-29,INV_000368,B2B_0291,53155.15,INR,2026-05-14,2026-06-28,62,overdue,False,12,7,0
INV_EVT_00369,overdue_invoice,2026-08-29,INV_000369,B2B_0241,65753.78,INR,2026-05-31,2026-07-15,45,overdue,False,12,4,2
INV_EVT_00370,overdue_invoice,2026-08-29,INV_000370,B2B_0151,37710.74,INR,2026-05-01,2026-05-31,90,overdue,False,14,4,1
INV_EVT_00371,overdue_invoice,2026-08-29,INV_000371,B2B_0277,23296.17,INR,2026-05-26,2026-07-10,50,overdue,False,3,1,2
INV_EVT_00372,overdue_invoice,2026-08-29,INV_000372,B2B_0139,160491.28,INR,2026-06-19,2026-07-19,41,overdue,False,12,1,3
INV_EVT_00373,overdue_invoice,2026-08-29,INV_000373,B2B_0186,31177.16,INR,2026-07-12,2026-07-27,33,overdue,False,13,1,3
INV_EVT_00374,overdue_invoice,2026-08-29,INV_000374,B2B_0262,41647.77,INR,2026-06-19,2026-07-19,41,overdue,False,12,4,0
INV_EVT_00375,overdue_invoice,2026-08-29,INV_000375,B2B_0215,101596.74,INR,2026-07-16,2026-08-15,14,overdue,False,4,0,1
